rowid_obs;Id;IsOkStation;IsOkMetadata;SufiDay;SufiMon;Z-score;Corr;Level
1;20200517j538zbcanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
2;20200517jj9qa3wadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
3;20200517s485uucanae6in5tyyb96sprnc;True;True;False;False;False;True;M1
4;20200517tmdz4qranoe6in5tyyb96sciue;True;True;False;False;False;True;M1
5;20200517nkjrw4cadre6in5tyyb96sciue;True;True;False;False;False;True;M1
6;202005174zi9p3wadre6in5tyyb96sprnc;True;True;False;False;False;True;M1
7;20200517jj9qahhadye6in5tyyb96sprnc;True;True;False;False;False;True;M1
8;20200517fjgnberanwe6in5tyyb96sciue;True;True;False;False;False;True;M1
9;2020051777mupfcanwe6in5tyyb96sciue;True;True;False;False;False;True;M1
10;20200517tp5po1canhe6in5tyyb96sciue;True;True;False;False;False;True;M1
11;202005177ht831canae6in5tyyb96sprnc;True;True;False;False;False;True;M1
12;20200517g46h6yradre6in5tyyb96sciue;True;True;False;False;False;True;M1
13;20200517ks7y3rranwe6in5tyyb96sprnc;True;True;False;False;False;True;M1
14;202005176sumbxcadre6in5tyyb96sprnc;True;True;False;False;False;True;M1
15;20200517dj4zfthanae6in5tyyb96sciue;True;True;False;False;False;True;M1
16;20200517iepxzpcanhe6in5tyyb96sciue;True;True;False;False;False;True;M1
17;20200517p36iwqwadye6in5tyyb96sciue;True;True;False;False;False;True;M1
18;20200517wmrj8rcanoe6in5tyyb96sciue;True;True;False;False;False;True;M1
19;20200517mpb74tradre6in5tyyb96sprnc;True;True;False;False;False;True;M1
20;20200517w1dgrawanae6in5tyyb96sciue;True;True;False;False;False;True;M1
21;20200517zb5wy1radye6in5tyyb96sciue;True;True;False;False;False;True;M1
22;202005171jzk7phanae6in5tyyb96sprnc;True;True;False;False;False;True;M1
23;202005176qeucsranoe6in5tyyb96sciue;True;True;False;False;False;False;M1
24;20200517b1ntfphadye6in5tyyb96sciue;True;True;False;False;False;True;M1
25;202005173kpifycadye6in5tyyb96sciue;True;True;False;False;False;True;M1
26;20200517osoed3cadre6in5tyyb96sciue;True;True;False;False;False;True;M1
27;20200517jundwbwanhe6in5tyyb96sciue;True;True;False;False;False;True;M1
28;20200517zwseewhanwe6in5tyyb96sprnc;True;True;False;False;False;True;M1
29;20200517xjid9iwanae6in5tyyb96sprnc;True;True;False;False;False;True;M1
30;20200517a1g3qqwadye6in5tyyb96sciue;True;True;True;True;False;True;M1
31;20200517yakg8qhanwe6in5tyyb96sciue;True;True;True;True;False;False;M1
32;202005175wyigqhanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
33;20200517u345t1ranae6in5tyyb96sprnc;True;True;True;True;False;True;M1
34;20200517p19qfawanhe6in5tyyb96sciue;True;True;True;True;False;True;M1
35;20200517hmiyiowadye6in5tyyb96sciue;True;True;True;True;False;True;M1
36;20200517fmenbnradye6in5tyyb96sciue;True;True;True;True;False;True;M1
37;20200517wxrmgrhadre6in5tyyb96sciue;True;True;True;True;False;True;M1
38;20200517ikg3a6canae6in5tyyb96sciue;True;True;True;True;False;True;M1
39;20200517dnqtrqwadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
40;202005175ugz88wadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
41;20200517h9wputwanwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
42;20200517m6uzr9hanhe6in5tyyb96sciue;True;True;True;True;False;True;M1
43;20200517us6gt7radre6in5tyyb96sciue;True;True;True;True;False;True;M1
44;20200517rwcka5wanwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
45;20200517ikg3a9canae6in5tyyb96sciue;True;True;False;False;False;False;M1
46;20200517hn7rh7hanoe6in5tyyb96sciue;True;True;False;False;False;True;M1
47;202005177h1h8gcadye6in5tyyb96sprnc;True;True;False;False;False;True;M1
48;20200517i9wgu1wanwe6in5tyyb96sprnc;True;True;False;False;False;True;M1
49;20200517s69f6chadre6in5tyyb96sprnc;True;True;False;False;False;True;M1
50;20200517czurnxwanhe6in5tyyb96sprnc;True;True;False;False;False;True;M1
51;20200517fc73qmhadye6in5tyyb96sprnc;True;True;False;False;False;True;M1
52;20200517ihccjbranoe6in5tyyb96sprnc;True;True;True;True;False;False;M1
53;20200517ph45swranwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
54;20200517cajdh1cadye6in5tyyb96sciue;True;True;True;True;False;True;M1
55;202005178f5dekhanae6in5tyyb96sciue;True;True;True;True;False;True;M1
56;20200517dmxgdhhadre6in5tyyb96sprnc;True;True;True;True;False;True;M1
57;202005179pzgafranae6in5tyyb96sprnc;True;True;True;True;False;True;M1
58;2020051739csnghadre6in5tyyb96sprnc;True;True;True;True;False;True;M1
59;20200517sn5a4jhanhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
60;20200517itmj16radye6in5tyyb96sprnc;True;True;True;True;False;True;M1
61;20200517rsiubpr4aee6in5tyyb96sciue;True;True;True;True;False;True;M1
62;20200517x5xroohanoe6in5tyyb96sprnc;True;True;True;True;False;False;M1
63;20200517xn5845ranoe6in5tyyb96sciue;True;True;True;True;False;True;M1
64;202005173moss4hanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
65;20200517hfauz4ranhe6in5tyyb96sciue;True;True;True;True;False;True;M1
66;20200517uehizehadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
67;20200517t187xyranae6in5tyyb96sciue;True;True;True;True;False;True;M1
68;2020051735zuephanae6in5tyyb96sciue;True;True;True;True;False;True;M1
69;20200517ba7rtyhanae6in5tyyb96sciue;True;True;True;True;False;True;M1
70;20200517nkmx9jcadre6in5tyyb96sprnc;True;True;True;True;False;True;M1
71;20200517tccf1kcanhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
72;20200517wcxgwdhanoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
73;202005175utewbwadre6in5tyyb96sprnc;True;True;True;True;False;True;M1
74;20200517oyr3b6radre6in5tyyb96sprnc;True;True;False;False;False;False;M1
75;202005174s13buranhe6in5tyyb96sprnc;True;True;False;False;False;False;M1
76;2020051736weikwanwe6in5tyyb96sprnc;True;True;False;False;False;False;M1
77;20200517h5ryhrhanoe6in5tyyb96sprnc;True;True;False;False;False;False;M1
78;20200517ygondpranhe6in5tyyb96sciue;True;True;False;False;False;False;M1
79;20200517z4jwu4wadye6in5tyyb96sciue;True;True;False;False;False;False;M1
80;20200517hmiyixhadye6in5tyyb96sciue;True;True;True;True;False;True;M1
81;2020051777mupdwanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
82;20200517snfn4fcanae6in5tyyb96sciue;True;True;True;True;False;True;M1
83;20200517gbrxhfhanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
84;20200517wik7p6radre6in5tyyb96sprnc;True;True;True;True;False;True;M1
85;20200517rumopwhadye6in5tyyb96sciue;True;True;True;True;False;True;M1
86;20200517p19qgnhanhe6in5tyyb96sciue;True;True;True;True;False;True;M1
87;20200517ou8zrzcanoe6in5tyyb96sciue;True;True;True;True;False;True;M1
88;20200517zb5wy7radye6in5tyyb96sciue;True;True;True;True;False;True;M1
89;20200517jundwtwanhe6in5tyyb96sciue;True;True;True;True;False;True;M1
90;202005171dp8igranoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
91;20200517cf9tzxhadre6in5tyyb96sprnc;True;True;True;True;False;True;M1
92;20200517h8ifq4hanwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
93;202005176q4q69ranhe6in5tyyb96sciue;True;True;True;True;False;True;M1
94;20200517fjgnbwwanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
95;20200517unj5s4canae6in5tyyb96sciue;True;True;True;True;False;True;M1
96;202005171kmk6bcanae6in5tyyb96sciue;True;True;True;True;False;True;M1
97;20200517sju5rscadye6in5tyyb96sciue;True;True;True;True;False;True;M1
98;20200517tmdz4mwanoe6in5tyyb96sciue;True;True;True;True;False;True;M1
99;20200517g4syoccadre6in5tyyb96sprnc;True;True;True;True;False;True;M1
100;20200517hnx9huwanoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
101;202005179pwe3tcanae6in5tyyb96sciue;True;True;True;True;False;True;M1
102;20200517obakndcanae6in5tyyb96sprnc;True;True;True;True;False;True;M1
103;20200517itojx4hadye6in5tyyb96sciue;True;True;True;True;False;True;M1
104;20200517xn5849wanoe6in5tyyb96sciue;True;True;True;True;False;True;M1
105;20200517j5eap4radre6in5tyyb96sciue;True;True;True;True;False;True;M1
106;202005174547hpranwe6in5tyyb96sciue;True;True;True;True;False;True;M1
107;20200517o4yyfyranae6in5tyyb96sciue;True;True;True;True;False;True;M1
108;20200517c4sqihcanoe6in5tyyb96sciue;True;True;True;True;False;True;M1
109;20200517hfauziranhe6in5tyyb96sciue;True;True;True;True;False;True;M1
110;20200517o1hkhrcanhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
111;20200517dhutdpcanae6in5tyyb96sprnc;True;True;True;True;False;True;M1
112;20200517su3kznwanoe6in5tyyb96sciue;True;True;True;True;False;True;M1
113;20200517hmmojchadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
114;202005177iz9uehanhe6in5tyyb96sciue;True;True;True;True;False;True;M1
115;20200517rwckatwanwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
116;20200517yfjpe8cadre6in5tyyb96sprnc;True;True;False;False;False;True;M1
117;20200517p19qgbwanhe6in5tyyb96sciue;True;True;False;False;False;True;M1
118;202005178bbxsjcadye6in5tyyb96sciue;True;True;False;False;False;True;M1
119;20200517snfn4nwanae6in5tyyb96sciue;True;True;False;False;False;True;M1
120;202005177ztz9khanwe6in5tyyb96sprnc;True;True;False;False;False;True;M1
121;20200517gruf99ranwe6in5tyyb96sprnc;True;True;False;False;False;True;M1
122;20200517z13ccxcadre6in5tyyb96sciue;True;True;False;False;False;True;M1
123;20200517uuw7tawanoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
124;20200517b1ntfpradye6in5tyyb96sciue;True;True;True;True;False;True;M1
125;20200517mfbzzuhanhe6in5tyyb96sciue;True;True;True;True;False;True;M1
126;20200517g3pz3dhanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
127;20200517iqgzhwwadre6in5tyyb96sprnc;True;True;True;True;False;True;M1
128;202005176wxoptwadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
129;202005176zpc3yhanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
130;202005178bbxskradye6in5tyyb96sciue;True;True;True;True;False;True;M1
131;20200517qm8xbphanhe6in5tyyb96sciue;True;True;True;True;False;True;M1
132;20200517tmtdrbhanoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
133;20200517s4ag4gwanae6in5tyyb96sciue;True;True;True;True;False;True;M1
134;20200517j5eaqgradre6in5tyyb96sciue;True;True;True;True;False;True;M1
135;20200517grugy8hanwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
136;20200517s4ag4bhanae6in5tyyb96sciue;True;True;True;True;False;True;M1
137;20200517xn54rbranhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
138;2020051777mupdcanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
139;20200517unj5s9canae6in5tyyb96sciue;True;True;True;True;False;True;M1
140;20200517z4jwuhhadye6in5tyyb96sciue;True;True;True;True;False;True;M1
141;20200517h8ifq4canwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
142;20200517kidpsfwadre6in5tyyb96sprnc;True;True;True;True;False;True;M1
143;20200517e49yyuranhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
144;20200517tmdz4ccanoe6in5tyyb96sciue;True;True;True;True;False;True;M1
145;20200517xjzfo1hanae6in5tyyb96sciue;True;True;True;True;False;True;M1
146;20200517uehxpacadye6in5tyyb96sciue;True;True;True;True;False;True;M1
147;20200517c4sqscwanoe6in5tyyb96sciue;True;True;True;True;False;True;M1
148;20200517cf9tz7cadre6in5tyyb96sprnc;True;True;False;False;False;True;M1
149;20200517dxcj7rranhe6in5tyyb96sprnc;True;True;False;False;False;True;M1
150;202005173zc3a4ranoe6in5tyyb96sprnc;True;True;False;False;False;True;M1
151;20200517kh76z3rafae6in5tyyb96sciue;True;True;True;True;False;True;M1
152;20200517kh76z3wafae6in5tyyb96sciue;True;True;True;True;False;True;M1
153;20200517w3fwbqcadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
154;20200517sj1m6ncadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
155;20200517qk1y8mhanoe6in5tyyb96sciue;True;True;True;True;False;True;M1
156;202005171kmk7zranae6in5tyyb96sciue;True;True;True;True;False;True;M1
157;20200517tmtdrkranoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
158;20200517j7n5agradre6in5tyyb96sprnc;True;True;True;True;False;True;M1
159;20200517p118m5ranoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
160;20200517obakb7hanae6in5tyyb96sprnc;True;True;True;True;False;True;M1
161;20200517buir67cacae6in5tyyb96sprnc;True;True;True;True;False;False;M1
162;2020051739csnbwadre6in5tyyb96sprnc;True;True;True;True;False;True;M1
163;20200517jj9qawhadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
164;20200517xfdouccadre6in5tyyb96sciue;True;True;True;True;False;True;M1
165;202005176q4q6tranhe6in5tyyb96sciue;True;True;True;True;False;True;M1
166;20200517sju5recadye6in5tyyb96sciue;True;True;True;True;False;True;M1
167;202005174d6twqhanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
168;20200517outcxmranoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
169;20200517d3nnhdcanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
170;202005171jzk7dwanae6in5tyyb96sprnc;True;True;True;True;False;True;M1
171;20200517d3nnhehanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
172;20200517e5yywiwanhe6in5tyyb96sciue;True;True;True;True;False;True;M1
173;20200517ou8zfecanoe6in5tyyb96sciue;True;True;True;True;False;True;M1
174;20200517sj1m76radye6in5tyyb96sprnc;True;True;True;True;False;True;M1
175;20200517j7n5aehadre6in5tyyb96sprnc;True;True;True;True;False;True;M1
176;2020051736weimwanwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
177;202005177za1r9ranhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
178;20200517uba8stwanae6in5tyyb96sprnc;True;True;True;True;False;True;M1
179;20200517zbqwpswadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
180;20200517zb5wyowadye6in5tyyb96sciue;True;True;True;True;False;True;M1
181;20200517e49yywhanhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
182;20200517d3nnh8ranwe6in5tyyb96sciue;True;True;True;True;False;True;M1
183;202005177iz917canhe6in5tyyb96sciue;True;True;True;True;False;True;M1
184;202005171kmk7ucanae6in5tyyb96sciue;True;True;True;True;False;True;M1
185;20200517qk1y8qranoe6in5tyyb96sciue;True;True;True;True;False;True;M1
186;202005175xqw86ranwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
187;202005177iz914hanhe6in5tyyb96sciue;True;True;True;True;False;True;M1
188;20200517x47fmtcanoe6in5tyyb96sciue;True;True;True;True;False;False;M1
189;20200517j5eaqdwadre6in5tyyb96sciue;True;True;True;True;False;True;M1
190;20200517d3nn54canwe6in5tyyb96sciue;True;True;True;True;False;True;M1
191;2020051736weidcanwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
192;20200517outcxsranoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
193;202005175xqw87hanwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
194;20200517ttza6jhanae6in5tyyb96sprnc;True;True;True;True;False;True;M1
195;20200517riepcbranae6in5tyyb96sprnc;True;True;False;False;False;True;M1
196;20200517xms7frhanwe6in5tyyb96sciue;True;True;False;False;False;True;M1
197;202005174uaor3hanae6in5tyyb96sciue;True;True;False;False;False;True;M1
198;20200517jj9qazhadye6in5tyyb96sprnc;True;True;False;False;False;True;M1
199;20200517tp5pozranhe6in5tyyb96sciue;True;True;False;False;False;True;M1
200;20200517afursswanoe6in5tyyb96sprnc;True;True;False;False;False;True;M1
201;20200517wik7pawadre6in5tyyb96sprnc;True;True;False;False;False;True;M1
202;20200517itmjurcadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
203;20200517i55ttkcanoe6in5tyyb96sciue;True;True;True;True;True;True;M4
204;202005176wxopiwadye6in5tyyb96sprnc;True;True;False;False;False;True;M1
205;20200517983yoehanoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
206;20200517shc3shranwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
207;202005178wqfi1wanhe6in5tyyb96sciue;True;True;True;True;False;True;M1
208;20200517qtzskgranae6in5tyyb96sprnc;True;True;True;True;False;True;M1
209;202005173kpirthadye6in5tyyb96sciue;True;True;True;True;False;True;M1
210;20200517osoedwcadre6in5tyyb96sciue;True;True;True;True;False;True;M1
211;20200517yb1m8wradye6in5tyyb96sprnc;True;True;True;True;False;True;M1
212;20200517xpj1d4canwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
213;20200517tccf1ocanhe6in5tyyb96sprnc;True;True;True;True;True;True;M4
214;20200517u4f5irhanae6in5tyyb96sciue;True;True;True;True;True;True;M4
215;20200517dmmxmrcadre6in5tyyb96sciue;True;True;True;True;True;False;M3
216;202005175up1pdradre6in5tyyb96sciue;True;True;True;True;True;True;M4
217;20200517kpzuu6radye6in5tyyb96sciue;True;True;True;True;True;True;M4
218;202005173kn9accadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
219;202005177fqj8gwanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
220;20200517nko3mnhadye6in5tyyb96sciue;True;True;True;True;False;True;M1
221;20200517wcxgu9wanoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
222;20200517m6ier9ranhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
223;20200517fjgnbecanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
224;20200517u4f5iccanae6in5tyyb96sciue;True;True;True;True;False;True;M1
225;20200517mmzsnswadre6in5tyyb96sciue;True;True;True;True;False;True;M1
226;20200517rwcka4canwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
227;20200517h9wpucranwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
228;20200517mmzsnmradre6in5tyyb96sciue;True;True;True;True;False;True;M1
229;20200517zb5wywcadye6in5tyyb96sciue;True;True;True;True;False;True;M1
230;202005171dp8idranoe6in5tyyb96sprnc;True;True;True;True;False;True;M1
231;202005176ody56ranhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
232;20200517e49yywwanhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
233;20200517uba8s7wanae6in5tyyb96sprnc;True;True;True;True;False;True;M1
234;20200517odm18pwadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
235;202005175up1prradre6in5tyyb96sciue;True;True;True;True;False;True;M1
236;20200517amxp7rhanhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
237;2020051798b1yuhanoe6in5tyyb96sciue;True;True;True;True;False;True;M1
238;20200517rgw9jnranhe6in5tyyb96sciue;True;True;True;True;False;True;M1
239;20200517nkjrwswadre6in5tyyb96sciue;True;True;True;True;False;True;M1
240;202005176xawk8canwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
241;202005178bbxsgwadye6in5tyyb96sciue;True;True;True;True;True;True;M4
242;202005179piuedradye6in5tyyb96sciue;True;True;True;True;True;True;M4
243;202005171dp8ibhanoe6in5tyyb96sprnc;True;True;True;True;True;True;M4
244;20200517p1jysrranhe6in5tyyb96sprnc;True;True;True;True;True;True;M4
245;20200517gbrxhihanwe6in5tyyb96sciue;True;True;True;True;True;True;M4
246;20200517snfn4jcanae6in5tyyb96sciue;True;True;True;True;True;True;M4
247;20200517z13ccpcadre6in5tyyb96sciue;True;True;True;True;True;True;M4
248;20200517kup851wadre6in5tyyb96sciue;True;True;True;True;True;True;M4
249;20200517fcpgewhanwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
250;20200517jgmhzqcanwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
251;202005174wh3z7hadre6in5tyyb96sciue;True;True;True;True;True;True;M4
252;202005171977hyranhe6in5tyyb96sprnc;True;True;True;True;True;True;M4
253;20200517ba7rtbwanae6in5tyyb96sciue;True;True;True;True;True;True;M4
254;20200517uur6w8ranoe6in5tyyb96sciue;True;True;True;True;True;True;M4
255;2020051735zue8ranae6in5tyyb96sciue;True;True;True;True;True;True;M4
256;20200517kpjom8radye6in5tyyb96sprnc;True;True;True;True;True;True;M4
257;20200517bpu3xehadre6in5tyyb96sprnc;True;True;True;True;True;True;M4
258;20200517g46h6nwadre6in5tyyb96sciue;True;True;True;True;False;True;M1
259;20200517i8mzxchanwe6in5tyyb96sprnc;True;True;True;True;False;True;M1
260;20200517mqfsm3wanae6in5tyyb96sciue;True;True;True;True;False;True;M1
261;202005177fqjghranwe6in5tyyb96sciue;True;True;True;True;True;True;M4
262;202005179ei15ehanhe6in5tyyb96sciue;True;True;True;True;True;True;M4
263;20200517b7mqkrranhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
264;2020051733rkjhwanoe6in5tyyb96sciue;True;True;True;True;False;True;M1
265;20200517jzyge5canae6in5tyyb96sciue;True;True;True;True;False;True;M1
266;20200517tm4uawhanwe6in5tyyb96sciue;True;True;True;True;False;True;M1
267;20200517jdf3oocadre6in5tyyb96sciue;True;True;True;True;False;True;M1
268;202005173r4rjahanhe6in5tyyb96sprnc;True;True;True;True;False;True;M1
269;20200517o5e1i8wadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
270;20200517ug917rranwe6in5tyyb96sciue;True;True;False;False;False;True;M1
271;20200517sju5rowadye6in5tyyb96sciue;True;True;False;False;False;True;M1
272;20200517mp333fhanae6in5tyyb96sprnc;True;True;False;False;False;True;M1
273;202005175p1zcmcanhe6in5tyyb96sciue;True;True;False;False;False;True;M1
274;20200517m6iefrhanhe6in5tyyb96sprnc;True;True;True;True;False;False;M1
275;20200517ik3hswcanhe6in5tyyb96sprnc;True;True;False;False;False;True;M1
276;202005175k568bhanoe6in5tyyb96sciue;True;True;False;False;False;True;M1
277;20200517uafbswwanhe6in5tyyb96sprnc;True;True;True;True;True;True;M4
278;202005175p1zcjwanhe6in5tyyb96sciue;True;True;True;True;True;True;M4
279;20200517s69f6ocadre6in5tyyb96sprnc;True;True;True;True;True;True;M4
280;20200517okq7nuwanwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
281;20200517kup851cadre6in5tyyb96sciue;True;True;True;True;True;True;M4
282;20200517rtyj31canwe6in5tyyb96sciue;True;True;True;True;True;True;M4
283;20200517e5yywehanhe6in5tyyb96sciue;True;True;True;True;True;True;M4
284;20200517dxcj7nhanhe6in5tyyb96sprnc;True;True;True;True;True;True;M4
285;20200517sj1m7wwadye6in5tyyb96sprnc;True;True;True;True;True;True;M4
286;20200517cd5yiacadre6in5tyyb96sciue;True;True;True;True;True;True;M4
287;20200517hnx9hxwanoe6in5tyyb96sprnc;True;True;True;True;True;True;M4
288;20200517mqfsmacanae6in5tyyb96sciue;True;True;True;True;True;True;M4
289;20200517uixcfzhanwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
290;20200517p118cncanoe6in5tyyb96sprnc;True;True;True;True;True;True;M4
291;20200517z34beccadye6in5tyyb96sprnc;True;True;True;True;True;True;M4
292;20200517cf9tz5wadre6in5tyyb96sprnc;True;True;True;True;True;True;M4
293;20200517d56jbxcanwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
294;202005176odyhfcanhe6in5tyyb96sprnc;True;True;True;True;True;True;M4
295;20200517e49yyuwanhe6in5tyyb96sprnc;True;True;True;True;True;True;M4
296;20200517unj5sshanae6in5tyyb96sciue;True;True;True;True;True;True;M4
297;202005175up1pdhadre6in5tyyb96sciue;True;True;True;True;True;False;M3
298;20200517wcxgwtcanoe6in5tyyb96sprnc;True;True;True;True;True;True;M4
299;20200517unj5siranae6in5tyyb96sciue;True;True;True;True;True;True;M4
300;20200517snfn48wanae6in5tyyb96sciue;True;True;True;True;True;True;M4
301;202005173kn9adhadye6in5tyyb96sprnc;True;True;True;True;False;True;M1
302;20200517wcxgwfcanoe6in5tyyb96sprnc;True;True;True;True;True;True;M4
303;20200517xfdoumwadre6in5tyyb96sciue;True;True;True;True;False;True;M1
304;20200517y86j1ohanae6in5tyyb96sciue;True;True;True;True;True;True;M4
305;20200517m6uzr5hanhe6in5tyyb96sciue;True;True;True;True;True;True;M4
306;20200517nkghsxradye6in5tyyb96sprnc;True;True;True;True;False;True;M1
307;20200517emmqh1hanwe6in5tyyb96sciue;True;True;True;True;True;True;M4
308;20200517qk1y8jranoe6in5tyyb96sciue;True;True;True;True;True;True;M4
309;202005174zfyzucanwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
310;202005178tagn1canwe6in5tyyb96sciue;True;True;True;True;True;True;M4
311;20200517dn4bc3radye6in5tyyb96sciue;True;True;True;True;True;True;M4
312;202005176xawk8wanwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
313;20200517uuw7tpcanoe6in5tyyb96sprnc;True;True;True;True;True;True;M4
314;20200517osoedwradre6in5tyyb96sciue;True;True;True;True;True;True;M4
315;20200517czowzpcanhe6in5tyyb96sciue;True;True;True;True;True;True;M4
316;20200517s485u1wanae6in5tyyb96sprnc;True;True;True;True;True;True;M4
317;202005174n6krwcadye6in5tyyb96sciue;True;True;True;True;True;True;M4
318;20200517kup858cadre6in5tyyb96sciue;True;True;True;True;True;True;M4
319;20200517u345twhanae6in5tyyb96sprnc;True;True;True;True;True;True;M4
320;20200517itojxswadye6in5tyyb96sciue;True;True;True;True;True;True;M4
321;20200517ou8zf8canoe6in5tyyb96sciue;True;True;True;True;True;True;M4
322;202005178wqfiqhanhe6in5tyyb96sciue;True;True;True;True;True;True;M4
323;202005174n6kr1cadye6in5tyyb96sciue;True;True;True;True;True;True;M4
324;20200517njr54rranwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
325;20200517nko3mrwadye6in5tyyb96sciue;True;True;True;True;True;True;M4
326;20200517h8ifqxwanwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
327;20200517kmpy3wwanhe6in5tyyb96sprnc;True;True;True;True;True;True;M4
328;20200517tttnwhhadre6in5tyyb96sprnc;True;True;True;True;True;True;M4
329;202005173rpte8cadre6in5tyyb96sciue;True;True;True;True;True;True;M4
330;20200517tccf1xranhe6in5tyyb96sprnc;True;True;True;True;True;True;M4
331;20200517ntqywwranae6in5tyyb96sciue;True;True;True;True;True;True;M4
332;20200517kseiyzranwe6in5tyyb96sciue;True;True;True;True;True;True;M4
333;20200517kpzuu4radye6in5tyyb96sciue;True;True;True;True;True;True;M4
334;202005174uaoriranae6in5tyyb96sciue;True;True;True;True;True;True;M4
335;20200517wcxgwmhanoe6in5tyyb96sprnc;True;True;True;True;True;False;M3
336;20200517bpu3xeradre6in5tyyb96sprnc;True;True;True;True;True;True;M4
337;2020051736weijranwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
338;2020051735zueohanae6in5tyyb96sciue;True;True;True;True;True;True;M4
339;20200517ks7y3bwanwe6in5tyyb96sprnc;True;True;True;True;True;True;M4
340;20200517wcxgwgranoe6in5tyyb96sprnc;True;True;True;True;True;True;M4
341;20200517tccf1xcanhe6in5tyyb96sprnc;True;True;True;True;True;True;M4
342;20200517ba7ro6canae6in5tyyb96sciue;True;True;True;True;True;True;M4
343;20200517jcxz51wadye6in5tyyb96sciue;True;True;True;True;True;True;M4
344;20200517u4f5idranae6in5tyyb96sciue;True;True;True;True;False;True;M1
