rowid;country;station_id;count
324;nl;acf2a298-075b-ea11-b698-0003ff599880;4
325;nl;b42cbe4b-b9f1-e811-a140-0003ff5993a0;778
326;nl;c02b7a84-965d-ea11-b698-0003ff59a029;1
327;nl;c1a7c797-f1c5-ea11-bf21-0003ff59a56f;34
328;nl;c215e7d4-d6ed-ea11-b5d9-0003ff59944a;31
329;nl;c27888e0-870d-eb11-8441-0003ff59786b;1
330;nl;c6f64c49-85e3-e811-a140-0003ff598dc6;1949
331;nl;c8d4289c-56b9-ea11-bf21-0003ff5982ee;1
332;nl;c9ef6195-d199-ea11-8b71-0003ff59a3d6;1
333;nl;cb2d5703-68bb-e911-b083-0003ff59a71f;1
334;nl;d4c290f8-80e3-e811-a140-0003ff5993a0;1
335;nl;d60d1fed-a450-e911-b048-0003ff596eab;1
336;nl;e00af405-d894-e811-b96f-0003ff597c74;4
337;nl;e04cc181-6d50-e711-9400-0003ff597c44;99
338;nl;e7596d08-853f-ea11-b698-0003ff59771b;1866
339;nl;f0872c59-0b9d-ea11-8b71-0003ff59b0d7;1
340;nl;f69e0274-136a-e611-9400-0003ff596ea9;1
341;nl;fb418147-de54-ea11-b699-0003ff59987e;2
342;no;118bc61d-b062-ea11-b698-0003ff59a029;1
343;no;326c3207-bd46-eb11-8fed-0003ff597f34;1699
344;no;e2244ea9-83d6-ea11-bf21-0003ff59a78c;1
345;no;e40e00ec-5732-eb11-8441-0003ff597a64;22
346;pl;1ec140f9-d106-eb11-b5d9-0003ff599499;2
347;pl;2346e58a-449b-ea11-8b71-0003ff59a5f8;1
348;pl;6b105b57-0a77-ea11-99e5-0003ff59b198;1
349;pl;8a227d0b-9468-ea11-99e5-0003ff59a340;1
350;pl;931476001;13
351;pl;bbde1289-bd5b-ea11-b698-0003ff59a029;1
352;pl;c0ef1044-0938-eb11-8fed-0003ff595f97;1
353;pl;cf991cc5-a43c-ea11-8454-0003ff599bc1;1
354;pt;aa528a45-bb1f-eb11-8441-0003ff597f33;2
355;pt;ee26a5a9-bb35-eb11-8fed-0003ff5982ed;1
356;ro;10196248-50f7-ea11-b5d9-0003ff599499;1
357;ro;18fea8bb-80f7-ea11-b5d9-0003ff599498;1
358;ro;225f35d7-85f7-ea11-b5d9-0003ff599499;1
359;ro;2e762f5c-4df7-ea11-b5d9-0003ff59944a;1
360;ro;2ed6087a-7df7-ea11-b5d9-0003ff599498;1
361;ro;3435b0c0-73bb-ea11-bf21-0003ff59a56f;1
362;ro;377563ed-7bf7-ea11-b5d9-0003ff599499;1
363;ro;4ca50809-7af7-ea11-b5d9-0003ff599499;1
364;ro;52764ed1-7ef7-ea11-b5d9-0003ff599498;1
365;ro;57ab415c-85f7-ea11-b5d9-0003ff599498;1
366;ro;5c9897a5-46f7-ea11-b5d9-0003ff59944a;1
367;ro;629fd058-4bf7-ea11-b5d9-0003ff599498;1
368;ro;62d07f1a-cdba-ea11-bf21-0003ff59a56f;1
369;ro;678852eb-51f7-ea11-b5d9-0003ff599498;1
370;ro;6acd9c2a-51f7-ea11-b5d9-0003ff59944a;1
371;ro;6d620d77-7bf7-ea11-b5d9-0003ff599498;1
372;ro;731ff145-c0df-e611-9401-000d3ab1ce9d;1
373;ro;738bcc41-81f7-ea11-b5d9-0003ff599499;1
374;ro;779e9509-83f7-ea11-b5d9-0003ff599498;1
375;ro;7992b6f8-4ef7-ea11-b5d9-0003ff59944a;1
376;ro;7f867ad4-49f7-ea11-b5d9-0003ff599498;1
377;ro;8ee209ec-d309-e911-9462-0003ff5972a6;1996
378;ro;97819347-84f7-ea11-b5d9-0003ff599499;1
379;ro;986ffc41-4ef7-ea11-b5d9-0003ff599498;1
380;ro;9886f673-7cf7-ea11-b5d9-0003ff599498;1
381;ro;99c7cc00-7df7-ea11-b5d9-0003ff599499;1
382;ro;9f480252-48f7-ea11-b5d9-0003ff599499;1
383;ro;a19c9df5-4bf7-ea11-b5d9-0003ff599498;1
384;ro;a6cd28ba-83f7-ea11-b5d9-0003ff599499;1
385;ro;a7370fad-4cf7-ea11-b5d9-0003ff59944a;1
386;ro;af8f1ccc-84f7-ea11-b5d9-0003ff599499;1
387;ro;c07785a3-4af7-ea11-b5d9-0003ff599498;1
388;ro;cdea831b-7ef7-ea11-b5d9-0003ff59944a;1
389;ro;d057e22b-80f7-ea11-b5d9-0003ff59944a;1
390;ro;d23391a3-707a-ea11-99e5-0003ff596d81;1
391;ro;d61a0f9d-7ff7-ea11-b5d9-0003ff599498;1
392;ro;d73535c7-7af7-ea11-b5d9-0003ff59944a;1
393;ro;d9805bae-81f7-ea11-b5d9-0003ff59944a;1
394;ro;e321aeb5-52f7-ea11-b5d9-0003ff599498;1
395;ro;efe62e4b-86f7-ea11-b5d9-0003ff599499;1
396;ro;f205f098-4ff7-ea11-b5d9-0003ff599498;1
397;ro;fa61cf32-82f7-ea11-b5d9-0003ff59944a;1
398;se;0589d240-04a7-ea11-8b71-0003ff59b0d7;1
399;se;0e8dbbb0-8e40-eb11-8fed-0003ff597f34;1
400;se;0ec9aa22-d720-eb11-8441-0003ff597a64;2
401;se;12d590e7-9ade-e911-b3b9-0003ff59a783;1
402;se;164782f1-181c-eb11-8441-0003ff59786b;1
403;se;1798c19d-e149-eb11-8fed-0003ff5982ed;645
404;se;179b3c5e-ee38-eb11-8fed-0003ff595f97;1651
405;se;192d0719-7e0f-eb11-8441-0003ff597a64;1
406;se;1d326279-9272-ea11-99e5-0003ff59b198;1
407;se;20fb2449-17cf-ea11-bf21-0003ff59b17b;1
408;se;2408e5db-02c1-ea11-bf21-0003ff59a5e1;2
409;se;2b6646ff-8622-eb11-8441-0003ff597a64;1552
410;se;34cf5759-ae9b-ea11-8b71-0003ff59a5f8;1
411;se;376c5f49-7065-ea11-99e5-0003ff59b16f;1
412;se;37a16250-6138-eb11-8fed-0003ff597f34;1
413;se;3993bd34-2d36-eb11-8fed-0003ff597f34;1792
414;se;3c36b743-9dfd-ea11-b5d9-0003ff5982ee;1
415;se;4c759eeb-2a7b-ea11-99e5-0003ff59b198;1520
416;se;4e37dab0-cd50-ea11-b698-0003ff59771b;1
417;se;5674a575-193a-eb11-8fed-0003ff597f34;2
418;se;57e70ed4-ff3b-eb11-8fed-0003ff595f97;1
419;se;66b8d0fb-192c-eb11-8441-0003ff59786b;1
420;se;714e5999-e825-eb11-8441-0003ff597a64;1
421;se;75f0014b-9348-eb11-8fed-0003ff597f34;1086
422;se;76542c1d-f5c0-ea11-bf21-0003ff59a56f;2
423;se;7d38c059-3318-eb11-8441-0003ff597a64;1
424;se;803f9043-6e82-ea11-99e5-0003ff59b198;1
425;se;8958f38c-04cc-ea11-bf21-0003ff59b17b;1
426;se;9c8762c6-f721-eb11-8441-0003ff597a64;1
427;se;a7efe396-b83f-eb11-8fed-0003ff595f97;1098
428;se;ac40ef18-69c0-ea11-bf21-0003ff59a5e1;1
429;se;af148303-35da-ea11-bf21-0003ff59a78c;1
430;se;b1033f8e-5a4b-ea11-b699-0003ff59987e;3
