SID;lat;lon;elev;name
4200001155;52.7169;-1.1465;65;---
4200001156;54.525042;-2.675021;292;---
4200001158;56.6913;12.6933;11;---
4200001160;51.0437;4.465868;3;---
4200001162;51.8743;-1.4782;131;---
4200001163;50.2969;4.5551;260;---
4200001164;55.648205;-3.194062;192;---
4200001165;52.6987;1.6755;1;---
4200001167;51.257484;0.469322;76;---
4200001168;52.416569;-1.466927;76;---
4200001169;50.1445358183505;-5.07460918530273;1;---
4200001170;51.1413;5.9663;29;---
4200001172;54.505489;-1.330864;28;---
4200001173;51.6803;-4.7117;1;---
4200001174;50.83825;-0.4175;59;---
4200001175;51.710946;0.471149;52;---
4200001176;51.459111;0.0082;27;---
4200001177;51.3139;-0.6308;58;---
4200001178;51.871;-3.2307;109;---
4200001180;52.698514;4.95053;-1;---
4200001181;39.095;-9.327;31;---
4200001182;56.12997;-3.317503;131;---
4200001183;51.585884;10.155752;172;---
4200001184;50.579;7.6225;244;---
4200001188;57.688755;-6.318246;13;---
4200001189;57.293624;-2.400163;67;---
4200001190;51.7942;-4.0633;156;---
4200001191;51.5118757518009;-1.76841484847944;154;---
4200001194;46.1311;0.1701;125;---
4200001195;50.7478;-3.4081;48;---
4200001197;46.031215;13.203021;80;---
4200001201;54.4616;-1.3214;58;---
4200001203;55.055402;-1.748645;76;---
4200001210;45.5715;11.9808;11;---
4200001212;52.2963;6.8056;17;---
4200001214;53.4743;-2.0395;227;---
4200001217;50.899876;-1.394523;1;---
4200001218;51.332145;-0.753558;76;---
4200001219;51.6902;-1.4345;77;---
4200001221;50.3184;-4.8425;84;---
4200001222;50.771392003067;3.884281843586;72;---
4200001223;53.5217;-2.4681;70;---
4200001224;59.3662;24.6577;41;---
4200001225;55.827407;-5.056936;25;---
4200001227;50.9006;4.7362;50;---
4200001231;63.2024;8.191;;---
4200001232;45.720911;8.802844;285;---
4200001233;46.0143;5.2966;231;---
4200001234;51.6462228542974;4.853638408184;4;---
4200001237;51.2476;-1.1769;147;---
4200001239;52.0017;-0.7762;76;---
4200001240;51.512395;-0.983557;77;---
4200001242;51.8780861;-2.16814309999995;69;---
4200001243;51.00043908;-3.77073527;152;---
4200001244;51.5348;0.0279;12;---
4200001245;52.4416658;0.598324999999932;21;---
4200001247;45.761667;9.001744;313;---
4200001249;53.70611;-1.62;86;---
4200001251;51.042951;-2.359772;86;---
4200001252;53.325943;-2.242297;67;---
4200001255;38.032;14.028;130;---
4200001259;51.4697;-2.1125;69;---
4200001261;51.383657;0.498257;6;---
4200001263;52.673975;1.674929;1;---
4200001264;50.98045;3.815763;14;---
4200001266;42.162268;12.5996;81;---
4200001267;51.5599;0.241;40;---
4200001268;50.9533081;3.59058730000004;10;---
4200001270;51.0149;-3.1244;49;---
4200001271;51.587095;-1.260457;74;---
4200001273;52.6097;6.5098;8;---
4200001274;58.7736808121394;5.8685590234775;200;---
4200001276;53.207613;-6.666732;117;---
4200001277;54.97057;-2.152831;120;---
4200001279;52.2934;-3.9281;232;---
4200001280;46.366;14.1772;532;---
4200001283;51.0622;4.8463;9;---
4200001287;50.931382;-1.789264;29;---
4200001289;57.0694;14.6014;229;---
4200001291;50.7230257446435;-2.95823798678589;1;---
4200001292;55.23;-6.497;62;---
4200001293;51.283831;-0.36431;66;---
4200001294;51.6415;-0.699;144;---
4200001295;48.004142;3.083727;174;---
4200001296;39.745406;19.853073;761;---
4200001297;52.828078;-1.191746;77;---
4200001298;53.1602;-1.3696;153;---
4200001299;51.434265;-3.479905;67;---
4200001300;51.439315;6.568474;30;---
4200001301;51.8834;5.305;3;---
4200001303;48.702;21.2229;258;---
4200001304;61.1352;14.4167;185;---
4200001305;41.2659;0.9065;521;---
4200001307;50.7976;4.3569;86;---
4200001310;52.9663144;6.9718637;7;---
4200001312;51.820068;0.436708;54;---
4200001315;51.236611;-0.19306;96;---
4200001316;54.003937;-1.578203;99;---
4200001317;46.725508;8.186843;704;---
4200001319;41.037552;16.821033;96;---
4200001323;53.4749509265664;-2.04105228424078;228;---
4200001324;51.420652;-0.289614;31;---
4200001327;52.9377;-7.7855;138;---
4200001329;51.0228;4.5482;5;---
4200001332;51.7602;-1.1995;77;---
4200001333;52.0855;-9.7403;13;---
4200001334;52.574;5.6391;-4;---
4200001335;51.6759;4.9804;1;---
4200001336;53.172809;-1.426368;149;---
4200001337;52.743;-1.3511;156;---
4200001338;52.779678;6.798021;16;---
4200001339;51.7996834355472;-3.88075981031193;217;---
4200001341;47.1540216159065;7.92326164245605;723;---
4200001342;48.9485;14.497;406;---
4200001344;50.8414;4.2701;46;---
4200001345;50.338661;-4.879332;114;---
4200001346;52.5388;1.7277;1;---
4200001350;53.8934;-1.3474;56;---
4200001351;51.4406;-1.9925;76;---
4200001352;50.832901;-0.246698;;---
4200001353;50.785226;-4.516653;59;---
4200001356;53.5598;-2.4685;107;---
4200001357;50.0103;5.8522;465;---
4200001358;52.9379086104149;0.892692416255159;1;---
4200001359;50.82561;-0.801928;33;---
4200001360;53.333;-1.9914;188;---
4200001362;53.2685202;-1.91804419999994;385;---
4200001363;50.6415;3.292;25;---
4200001364;51.728978;12.453511;90;---
4200001366;51.897095;-2.130862;69;---
4200001369;51.331714;-2.596895;138;---
4200001370;52.3313;0.9086;46;---
4200001372;55.641;-3.17114;229;---
4200001373;51.245716;-0.768432;77;---
4200001374;51.2353;-0.5588;76;---
4200001375;53.5106179123863;-1.684142780304;298;---
4200001376;43.1844;5.7986;287;---
4200001379;52.3041;5.2301;3;---
4200001380;50.8803;4.2956;34;---
4200001384;55.784571;-4.42233;126;---
4200001385;54.0313592;-1.03669130000003;29;---
4200001386;53.248544;-6.133868;22;---
4200001389;51.58;-0.5;57;---
4200001390;50.3554;2.2654;136;---
4200001391;47.710478;9.269525;541;---
4200001397;56.8390730506089;12.6715722656249;21;---
4200001399;58.5672;16.1785;39;---
4200001400;51.002139;4.356092;8;---
4200001401;52.0156;-2.038;74;---
4200001402;53.0956707774557;5.84306693133544;1;---
4200001407;52.969412;-3.067713;96;---
4200001408;54.157006;-1.858148;259;---
4200001409;51.9371;4.481;-5;---
4200001411;51.129587;-2.972522;7;---
4200001414;49.926532;1.947611;50;---
4200001415;51.314991;0.88429;33;---
4200001416;50.740244;-3.499654;67;---
4200001419;50.50059;-3.580631;76;---
4200001423;59.3511;18.1696;20;---
4200001425;54.7274517384149;-2.70739883422857;104;---
4200001426;38.942;21.8053;1960;---
4200001427;52.8539112;5.03904650000004;-4;---
4200001428;57.3358;-2.1681;61;---
4200001430;51.4595;-1.0425;80;---
4200001433;51.975909;-0.225174;76;---
4200001434;41.5398;1.895;75;---
4200001435;50.4083;6.3308;650;---
4200001436;50.5506010824214;4.69157129287714;171;---
4200001437;55.749;-3.97;76;---
4200001438;38.1987;23.7885;565;---
4200001439;52.8015;-0.3704;43;---
4200001441;51.627256;-2.970184;23;---
4200001442;53.700929;-2.48104;175;---
4200001443;50.8469;-1.1887;1;---
4200001444;66.0716;22.7411;35;---
4200001448;50.971258;-3.229286;99;---
4200001452;50.9528;4.2386;26;---
4200001453;50.782446;-1.60505;16;---
4200001454;51.646949;-3.228408;150;---
4200001455;51.8066;-2.5048;152;---
4200001458;54.865939;-2.503235;288;---
4200001459;36.918;-3.4687;575;---
4200001460;51.7579;5.7391;10;---
4200001463;51.56426;0.039895;14;---
4200001465;51.2305;-2.984;4;---
4200001468;51.685493;0.557756;89;---
4200001469;51.478299;-2.596974;69;---
4200001470;56.1487;-3.8546;1;---
4200001471;49.948928;22.02872;307;---
4200001473;51.400705;-2.596464;76;---
4200001474;58.256689205748;-6.33235067367559;;---
4200001476;42.327602;12.234755;457;---
4200001478;52.2971;4.9938;-1;---
4200001479;51.936477;-0.275244;76;---
4200001481;57.7593;12.3463;127;---
4200001483;50.8828;4.6699;50;---
4200001484;50.882;4.7185;39;---
4200001485;51.735908;0.501078;35;---
4200001486;55.275925;11.553433;26;---
4200001487;52.168007;4.825923;-3;---
4200001491;51.6103;-2.5152;75;---
4200001493;64.5979;18.6546;231;---
4200001496;51.9327;5.6287;7;---
4200001499;48.1853;20.205;205;---
4200001500;52.5224;13.378;35;---
4200001501;48.98735809;2.26963902;50;---
4200001502;51.39;0.08277778;73;---
4200001503;52.2929384811095;5.63364425644875;20;---
4200001506;51.413;-1.5159;102;---
4200001507;53.23;6.539833;1;---
4200001508;44.6864;12.1985;1;---
4200001509;52.4619;-2.1676;88;---
4200001510;50.5238;-4.3113;162;---
4200001512;50.7365;15.2455;591;---
4200001513;47.3089;19.8311;109;---
4200001514;59.6159;17.8282;15;---
4200001515;52.6957;-3.1144;75;---
4200001518;48.327;14.3394;340;---
4200001521;50.3467;19.0797;268;---
4200001524;50.8712;4.714;43;---
4200001525;39.984;-8.396;271;---
4200001526;51.1337;4.5647;3;---
4200001527;50.7105;5.6492;103;---
4200001528;51.5327;-3.1803;51;---
4200001530;37.8389;24.9317;5;---
4200001531;50.8924;4.6925;24;---
4200001533;52.3701;4.8656;-2;---
4200001534;47.9427465646948;13.7997952079772;441;---
4200001539;51.9755;6.725;36;---
4200001541;51.5836;4.7772;3;---
4200001546;49.699;5.3799;317;---
4200001548;50.796;21.0168;323;---
4200001550;52.6506;9.2111;27;---
4200001552;49.0714;11.2926;400;---
4200001555;52.0404;6.3265;15;---
4200001558;49.9136;5.5046;522;---
4200001559;52.05703;-1.780114;152;---
4200001561;40.6541481;22.92590714;45;---
4200001562;50.8482;5.7016;57;---
4200001563;47.7910586197585;19.1307486569881;119;---
4200001566;51.4525;0.0606;76;---
4200001567;51.0797;-0.797;146;---
4200001569;51.4951;5.5179;15;---
4200001572;48.093;11.8401;549;---
4200001575;59.2758;18.0036;32;---
4200001576;53.3626;6.4626;1;---
4200001578;51.079944;4.722333;24;---
4200001580;51.5352;6.071;15;---
4200001581;52.01056824;4.44889292;-3;---
4200001584;36.727;-4.4137;37;---
4200001586;55.19467545;-2.33506918;192;---
4200001589;53.1654;6.7675;1;---
4200001591;52.58;1.7248;1;---
4200001600;50.8812;4.713;38;---
4200001601;50.9989946443129;4.31058755051572;14;---
4200001604;40.752;22.015;296;---
4200001605;50.9866;3.6815;9;---
4200001608;50.4594;8.0907;236;---
4200001609;55.8822;-3.1617;148;---
4200001610;50.882;4.7025;35;---
4200001611;51.965;-0.2168;78;---
4200001615;57.2512199605824;-3.37854789006713;377;---
4200001616;51.4941;5.3948;16;---
4200001619;51.6224;-3.2268;134;---
4200001620;51.023988;-3.481818;156;---
4200001622;51.802223;-1.923011;149;---
4200001623;52.168828;-2.218578;70;---
4200001624;51.9224609715825;-0.221942813491751;79;---
4200001626;49.8546;5.5931;451;---
4200001631;52.348332;-1.947264;128;---
4200001633;51.1742;3.852;3;---
4200001634;45.8363;10.0946;206;---
4200001635;54.270756;-0.426978;74;---
4200001636;52.3549;6.5829;10;---
4200001637;53.837222;-2.481389;72;---
4200001639;51.536;-1.8882;128;---
4200001640;50.8352;-0.3154;1;---
4200001642;52.4468529;4.63501429999997;1;---
4200001646;51.0777;-1.3356;75;---
4200001648;53.0769;8.206;5;---
4200001651;53.6503937407323;-1.82683450268553;137;---
4200001652;51.846981;-2.152697;77;---
4200001655;49.880629;12.329802;491;---
4200001657;51.887893;-0.494856;152;---
4200001659;52.439;-1.9127;149;---
4200001661;52.2058;-0.8712;76;---
4200001662;50.6083162;4.647582;144;---
4200001664;52.9687757081533;5.92008337140078;-1;---
4200001665;51.591828;-3.776645;78;---
4200001669;51.0223;3.7097;7;---
4200001670;47.4775;-0.3909;24;---
4200001673;57.2056;-2.1026;35;---
4200001674;50.5764;5.1481;158;---
4200001675;52.3194;-0.0944;27;---
4200001676;58.5825067;16.1470518;40;---
4200001677;53.3464;-1.7764;274;---
4200001678;52.3802959;6.48270179999997;10;---
4200001679;50.9155;5.4504;40;---
4200001680;52.305038;4.97;-2;---
4200001682;51.2887685670947;5.3262677764892;34;---
4200001683;61.645077;24.3561;93;---
4200001684;63.34953;10.48523;140;---
4200001686;53.929167;-1.3889;52;---
4200001690;52.455334;-2.157341;99;---
4200001691;38.097;23.731;209;---
4200001692;53.325;-2.5386;55;---
4200001694;51.4046;-0.24865;35;---
4200001696;49.0522;11.7904;513;---
4200001698;51.3559;4.8552;25;---
4200001699;53.0407;-0.3858;40;---
4200001701;50.8808;4.737;48;---
4200001703;37.063;-8.091;1;---
4200001705;51.8206912285973;4.64345246314997;1;---
4200001709;57.59434;-4.374179;46;---
4200001711;51.190182;-3.145801;13;---
4200001713;51.13588;6.46554;80;---
4200001714;51.362645;-0.284942;35;---
4200001715;53.0805;-2.476;33;---
4200001716;55.7058;13.1806;40;---
4200001717;50.79762;3.118797;15;---
4200001719;50.856;3.279;11;---
4200001720;45.94477;15.42782;270;---
4200001721;50.9835;-0.958441;79;---
4200001722;51.631677;0.358769;72;---
4200001723;51.202078;-2.174497;128;---
4200001726;51.0807;0.5908;77;---
4200001727;39.194835;-9.259248;83;---
4200001728;51.126538;-2.538526;74;---
4200001729;53.298531;-0.556779;45;---
4200001730;54.5294;-1.0607;135;---
4200001731;54.629569;-2.488944;216;---
4200001733;53.2738;-8.93;6;---
4200001736;52.7172;6.8425;15;---
4200001737;43.9249;2.1923;193;---
4200001738;53.1825;-2.6767;125;---
4200001740;50.878824;-2.963082;139;---
4200001741;52.14022;5.42679;3;---
4200001744;52.2235;1.0003;47;---
4200001746;52.3126;6.6897;14;---
4200001747;53.3067;-1.5026;156;---
4200001748;63.0773;14.8219;325;---
4200001751;54.2797;-2.4613;155;---
4200001752;51.242616;0.013675;111;---
4200001753;50.8815;4.7144;38;---
4200001754;53.056226;5.405772;1;---
4200001755;53.792;10.0011;48;---
4200001756;51.9756;-4.64517;199;---
4200001757;45.4729;8.6935;143;---
4200001759;51.57438;-3.23652;148;---
4200001760;40.356248;-3.520166;635;---
4200001761;51.0505998;4.6859375;12;---
4200001762;51.216655;0.099567;74;---
4200001764;51.184109;0.260669;61;---
4200001765;59.2944;18.0533;56;---
4200001773;50.1627;14.9284;187;---
4200001776;58.0294;12.7837;107;---
4200001778;50.73389;5.759722;120;---
4200001780;52.381731;6.6852008;12;---
4200001783;50.5317;-4.3056;147;---
4200001784;49.8754;12.1115;510;---
4200001785;50.945774;-1.187725;65;---
4200001787;51.346919;-0.636715;57;---
4200001789;51.50811;-3.135231;3;---
4200001791;53.5377;-0.3836;76;---
4200001793;38.3087;23.642;88;---
4200001798;41.79856873;0.80526328;205;---
4200001799;51.4533;12.6162;117;---
4200001801;50.7203;-1.2705;7;---
4200001803;50.4588;-4.0937;135;---
4200001805;51.3946069943503;5.57667881011957;20;---
4200001806;51.4245;-0.853;68;---
4200001807;51.208942;-3.593781;54;---
4200001809;51.1587;-3.1209;16;---
4200001813;41.423614;2.203643;9;---
4200001815;51.973;4.45;-5;---
4200001816;48.0827;14.4924;356;---
4200001817;52.2158;4.9277;-2;---
4200001818;50.7968;6.9541;62;---
4200001819;51.8119621889152;-1.53590655717767;103;---
4200001821;50.7732;3.8803;70;---
4200001822;50.6281;15.4463;426;---
4200001823;50.711;3.2849;17;---
4200001827;59.5443;13.4785;59;---
4200001829;58.7104617797025;15.8013195897701;39;---
4200001830;50.9923;3.8807;13;---
4200001831;53.58624;-2.634696;76;---
4200001833;53.877709;-1.27876;39;---
4200001835;51.0954;6.8253;43;---
4200001837;52.8667;6.7419;17;---
4200001838;50.9504210830846;-4.1399330496788;77;---
4200001841;51.672692;0.306642;76;---
4200001842;52.456076;0.057241;17;---
4200001844;58.5387;15.0808;111;---
4200001845;53.2083507241505;6.57464965939516;1;---
4200001848;52.0983;6.6378;24;---
4200001849;52.2351;-1.45;80;---
4200001852;50.358;6.1243;430;---
4200001855;54.61128;-5.860099;23;---
4200001856;54.6341;-5.6719;41;---
4200001857;55.793135;-3.910191;128;---
4200001858;55.4487;8.4759;;---
4200001859;50.307688;-4.953385;73;---
4200001861;45.7338436745736;10.9361401176452;160;---
4200001862;43.3128;-2.0055;35;---
4200001863;50.9623942905819;4.70752380489353;10;---
4200001864;50.91847;3.987737;35;---
4200001868;50.753551144715;-1.76747166137693;1;---
4200001869;57.6664;13.4229;233;---
4200001871;51.9232;-2.6567;75;---
4200001872;51.825764;5.132142;1;---
4200001873;51.99022601189;0.596922277740532;74;---
4200001874;39.4838;-0.3338;2;---
4200001875;52.3145;4.6705;-5;---
4200001877;50.8675;4.6855;24;---
4200001878;60.1364;15.2128;219;---
4200001880;53.2766137;6.2315343;1;---
4200001882;50.74548;7.47009;260;---
4200001883;57.175;-2.801;306;---
4200001885;52.8955;-1.8577;75;---
4200001886;51.167015;3.572062;5;---
4200001888;42.0743;-1.8012;396;---
4200001890;53.1864168;6.3285836;1;---
4200001894;51.128779;4.569839;3;---
4200001895;53.119144;6.2599652;5;---
4200001896;51.1264;-2.5363;74;---
4200001897;58.2391;11.4417;24;---
4200001898;50.8735;4.683;29;---
4200001902;49.4378;7.1201;280;---
4200001908;50.8708;4.7014;40;---
4200001909;50.7873;-2.006;19;---
4200001910;51.3983;-0.6638;69;---
4200001912;50.8427;5.6478;82;---
4200001913;59.3634;18.6258;1;---
4200001914;52.7945;10.885;46;---
4200001915;52.0018;5.6794;24;---
4200001917;58.2112;14.6118;135;---
4200001920;50.745;-3.4169;36;---
4200001922;52.7412;6.7827;13;---
4200001924;52.1667;-2.4167;97;---
4200001930;51.4981238;-0.232426900000064;25;---
4200001931;51.8655595946855;5.85728519367069;10;---
4200001933;47.9793;-1.5856;63;---
4200001934;55.4739;13.4979;61;---
4200001936;41.384;1.996;52;---
4200001939;45.7461;9.6084;289;---
4200001941;38.9772682700977;1.36372238159174;72;---
4200001942;51.686;-1.2761;70;---
4200001943;52.3254;6.9053;30;---
4200001944;51.3617;-0.8975;65;---
4200001945;50.9287;4.7243;16;---
4200001947;49.5485221;8.66683569999998;165;---
4200001948;52.6939601;-8.3907226;99;---
4200001949;38.9008;22.436;135;---
4200001952;51.047587;4.685731;10;---
4200001954;59.3741897178233;13.2093873596191;53;---
4200001956;61.839;8.5761;560;---
4200001959;50.8131426;3.9226649;23;---
4200001961;51.9872;5.9366;15;---
4200001964;50.841455;4.363672;73;---
4200001965;50.6922798;-3.5157101;13;---
4200001970;53.3448;-2.1084;136;---
4200001974;50.5108;-4.2252;119;---
4200001975;51.437;0.0512;73;---
4200001977;53.788955;-1.209428;23;---
4200001979;52.0427;-1.385;119;---
4200001980;50.809;-3.298;128;---
4200001982;37.3686;-6.1984;137;---
4200001985;51.5213;-2.5529;74;---
4200001986;56.4663;13.0295;59;---
4200001987;47.7147;26.6862;154;---
4200001988;52.8015;-2.948252;82;---
4200001991;43.347881;-4.054247;33;---
4200001993;51.8341;-2.2617;72;---
4200001994;49.727378;6.514418;244;---
4200001997;50.7494;-3.0289;75;---
4200001998;52.3926646566484;-2.61152595520025;321;---
4200002003;50.8848;4.696;24;---
4200002007;53.178354;6.244419;1;---
4200002008;56.686;-4.5769;302;---
4200002009;62.389048;17.28815;32;---
4200002011;59.8609;17.662;10;---
4200002013;48.1539;9.577;598;---
4200002015;51.882904;-1.3106298;73;---
4200002016;51.1596501132787;4.11411987304689;14;---
4200002017;60.5963;16.7291;57;---
4200002018;65.4288;16.1964;358;---
4200002020;51.758;5.1899;2;---
4200002021;50.941617;4.034961;9;---
4200002022;50.851;4.6908;42;---
4200002025;37.8576682129126;-4.80310529708868;76;---
4200002028;56.6078;-3.0493;107;---
4200002030;50.74;4.8287;110;---
4200002032;52.130011;1.31336;21;---
4200002033;45.75299;8.81347690000007;344;---
4200002037;51.4418;-0.3876;23;---
4200002044;38.6661;-9.1592;41;---
4200002047;51.2437;5.9634;22;---
4200002050;51.2762239;-0.835845100000029;76;---
4200002051;51.323;12.3405;105;---
4200002052;60.5662;15.4959;131;---
4200002053;52.2692;-0.8687;81;---
4200002057;52.2280617493513;-4.01127352108767;152;---
4200002058;45.722650112859;0.62060626745222;197;---
4200002059;51.603149;0.204784;69;---
4200002061;50.8575;4.7045;51;---
4200002062;51.3501;5.6426;26;---
4200002063;51.4146395220797;-2.27067002852777;75;---
4200002064;51.55011;0.66946;3;---
4200002066;53.7778;-1.7872;159;---
4200002067;51.8234697;4.79634099999998;1;---
4200002068;53.329;-9.176;69;---
4200002069;50.8066602781912;13.8981142616271;568;---
4200002073;54.886244;-2.945661;39;---
4200002075;50.86701;-1.274948;10;---
4200002077;49.228559;16.603083;267;---
4200002078;53.285435;-3.735352;124;---
4200002079;51.689334;-4.949877;1;---
4200002081;59.3926;12.0123;125;---
4200002083;52.7668;6.3684;9;---
4200002085;51.5022;-0.2392;29;---
4200002087;51.1623;3.7404;3;---
4200002089;44.1147;9.8347;2;---
4200002090;54.5081;-1.5758;58;---
4200002092;52.1785;-1.7874;73;---
4200002098;52.0266;4.7082;-2;---
4200002099;40.6449;-4.7666;1082;---
4200002100;51.389297;-0.278595;29;---
4200002102;55.6449;13.2265;14;---
4200002106;51.500214;-2.576058;74;---
4200002109;45.9093;16.1316;225;---
4200002110;58.9922;-2.9893;10;---
4200002111;52.8711;7.0711;12;---
4200002112;47.27761459;27.51908684;157;---
4200002115;52.102;-4.143;141;---
4200002116;43.733893;10.795386;17;---
4200002117;51.0558;3.7827;3;---
4200002119;56.1927;13.074;52;---
4200002120;54.4132;-0.7431;96;---
4200002121;51.6636;5.624;18;---
4200002123;40.5632;-3.0693;896;---
4200002124;52.1467;4.4231;1;---
4200002125;52.3314688;6.65814660000001;10;---
4200002126;59.532278;15.016132;123;---
4200002127;52.550245;-0.204582;28;---
4200002128;59.273;17.9329;49;---
4200002130;50.8355;3.2033;20;---
4200002133;51.5072;-0.1275;14;---
4200002139;50.6702;-3.8392;186;---
4200002140;53.35056;-1.478443;95;---
4200002142;59.718412;10.812352;151;---
4200002144;51.5072;-0.1275;14;---
4200002146;51.8916;5.0974;1;---
4200002148;52.7372;-0.3926;37;---
4200002149;50.9452;-2.5307;76;---
4200002150;56.607;16.647;28;---
4200002151;52.5606;-0.1329;23;---
4200002152;50.9054;-3.9507;152;---
4200002153;43.4959;5.4782;307;---
4200002154;52.1900818516978;-0.606156291961724;71;---
4200002155;53.4445;-7.2526;134;---
4200002157;52.172;-2.117;71;---
4200002159;50.4096;4.4378;110;---
4200002161;55.7945443813027;-4.00190600394285;74;---
4200002167;52.2289;-2.7511;75;---
4200002171;53.6608;-1.8502;184;---
4200002176;59.6779;17.3383;7;---
4200002177;53.8036;-2.6251;60;---
4200002180;51.965;4.558;-5;---
4200002181;52.052;5.2417;4;---
4200002182;50.7755;3.447;17;---
4200002184;50.846289;2.883056;19;---
4200002190;56.0562;13.1079;209;---
4200002191;50.9915407;3.97902799999997;10;---
4200002193;55.3266402496253;-1.59640370674595;1;---
4200002195;50.4225;6.3044;619;---
4200002196;50.967364;-0.46564;33;---
4200002200;43.5739;11.0959;150;---
4200002203;52.0667;1.1776;15;---
4200002205;57.279019;-6.097136;130;---
4200002211;52.7475740810245;-7.55263775825506;141;---
4200002213;51.6213;5.428;8;---
4200002215;52.2898;5.9766;10;---
4200002217;51.5072;-0.1275;14;---
4200002218;56.1773076578119;13.8201975766601;66;---
4200002219;52.4162;4.6288;1;---
4200002222;53.3152627915601;6.90360617923739;1;---
4200002223;51.0059;3.1106;28;---
4200002226;51.8101;4.7122;1;---
4200002227;52.7206527126699;-1.76093885799739;62;---
4200002228;50.8768;4.6976;30;---
4200002229;59.2757;17.7336;23;---
4200002232;50.838245;4.856508;57;---
4200002236;56.6865;-3.2413;288;---
4200002238;53.7271;-1.8744;168;---
4200002239;52.0997;5.1769;2;---
4200002240;59.5793;17.9366;5;---
4200002241;50.8651639;3.52312140000004;60;---
4200002242;51.8785854;0.832107899999983;17;---
4200002244;56.9072;14.8637;171;---
4200002245;55.6234557687537;-3.30013632540897;297;---
4200002246;56.6301931330901;16.2627738690376;;---
4200002249;51.4963;-2.2729;127;---
4200002250;50.879;4.7045;35;---
4200002251;49.4005852235967;9.90936904907221;318;---
4200002254;51.8126;4.4339;1;---
4200002256;51.93;5.58;8;---
4200002257;50.164;14.7922;191;---
4200002258;50.9335;5.5207;82;---
4200002259;51.2407;-1.1315;143;---
4200002261;51.0309;4.4784;4;---
4200002263;51.5976;6.0048;15;---
4200002264;52.0727;4.6494;-2;---
4200002265;51.1484;-3.1571;80;---
4200002266;57.7668;14.1463;123;---
4200002268;44.4976;8.9882;543;---
4200002269;51.867;4.6566;-1;---
4200002273;48.7152;16.5313;287;---
4200002274;59.4026;17.9313;21;---
4200002276;58.891273;5.742256;1;---
4200002277;51.2324819040563;3.76494929947512;2;---
4200002284;38.595;-9.175;62;---
4200002285;51.7998;-0.0991;62;---
4200002286;52.234071;5.145735;7;---
4200002289;52.2420262166564;20.9778258508877;103;---
4200002290;60.4942;15.4247;140;---
4200002292;51.0531411036016;3.72475874603265;4;---
4200002293;42.1623;12.5996;81;---
4200002295;41.3261;19.827;134;---
4200002297;51.5665920178039;4.63046663522721;6;---
4200002302;45.3754192660115;11.9094198918342;6;---
4200002303;51.5472;5.0866;13;---
4200002305;53.5825;10.012;2;---
4200002308;62.5061;21.2089;27;---
4200002309;32.6662;-16.9228;320;---
4200002311;40.7438;14.6303;44;---
4200002313;56.675117;16.335416;12;---
4200002315;50.8618;4.6543;31;---
4200002317;51.152788;5.93715650000001;26;---
4200002318;53.070515;-1.292996;133;---
4200002320;50.963175;-0.0695414;29;---
4200002321;53.0961;6.0705;1;---
4200002322;45.614;5.02967;342;---
4200002327;50.520415;-4.303394;164;---
4200002328;54.4829;24.2744;125;---
4200002330;53.039876;-3.196557;390;---
4200002332;51.0017;5.903;45;---
4200002334;47.0692;13.8819;1054;---
4200002335;51.5631;-1.8443;125;---
4200002337;51.66;-1.869;87;---
4200002338;51.7526;0.442;47;---
4200002339;49.3309;17.5869;270;---
4200002340;50.8692;4.7048;40;---
4200002343;51.337458;-0.834129;73;---
4200002344;52.298347;-1.078782;141;---
4200002345;43.311638;-2.015622;5;---
4200002346;50.995844;3.327214;41;---
4200002349;41.824425;12.491927;49;---
4200002351;52.056;-0.0192;66;---
4200002354;59.7591;16.9185;24;---
4200002356;50.7402;-3.4997;67;---
4200002357;53.064508;-0.793021;36;---
4200002358;53.3669;8.6442;8;---
4200002365;53.720424;-1.342244;36;---
4200002367;53.209255;5.544904;1;---
4200002371;62.769703;22.865378;67;---
4200002374;46.500317;16.80975;239;---
4200002376;58.311527;-4.913688;111;---
4200002377;52.1078;-2.3099;69;---
4200002380;51.870188;-4.939927;76;---
4200002381;53.3623;0.0138;59;---
4200002383;53.3421086808299;-2.83588078042601;1;---
4200002384;52.6314;-2.0097;152;---
4200002387;52.2313;6.9036;50;---
4200002388;43.3041;-2.0153;9;---
4200002391;50.380396;-4.117497;38;---
4200002393;53.2423245;6.38576639999997;1;---
4200002396;54.7592;-2.0453;391;---
4200002397;51.2835;-2.4902;84;---
4200002398;50.8556;4.677;50;---
4200002403;51.0566;3.7318;4;---
4200002407;55.900485;-3.212822;182;---
4200002408;51.3791405681966;-0.391740503311212;24;---
4200002409;52.4802;1.0325;47;---
4200002410;51.0017;5.9029;45;---
4200002412;59.4386;15.8538;6;---
4200002414;52.5736963215296;-1.40461772918707;99;---
4200002416;53.1428;-1.2321;152;---
4200002419;67.1376;20.652;363;---
4200002420;51.7867;-0.7589;155;---
4200002424;53.8964049637467;10.7676759338378;1;---
4200002425;51.333195;0.364757800000007;163;---
4200002428;37.2932;-5.9247;37;---
4200002431;63.5557;10.203;60;---
4200002432;52.83018;-2.123672;75;---
4200002435;40.4787;-3.7175;670;---
4200002436;59.8557916621392;17.6087143993377;21;---
4200002437;46.1153;14.4419;291;---
4200002438;51.8112674;4.283752;1;---
4200002440;41.5687;-1.8746;998;---
4200002441;50.7480037437739;4.36263692596435;93;---
