;rowid;Site Id;longitude;latitude;IsWithin;CountryId;geometry;elevation;UTC_TimeZone;UTC_OffsetHours;HARP_SID_int
142;211;0e51ea75-8e30-e911-867c-0003ff59862c;6.8781;53.114;True;NL;POINT (6.8781 53.114);1.0;Europe/Amsterdam;+01:00;4200000211
143;214;0e7e93d1-920e-ea11-b265-0003ff5990ac;4.2714;52.0772;True;NL;POINT (4.2714 52.0772);1.0;Europe/Amsterdam;+01:00;4200000214
144;215;0e828e24-950b-ea11-b265-0003ff599673;-2.6744;53.3284;True;UK;POINT (-2.6744 53.3284);1.0;Europe/London;+00:00;4200000215
145;216;0e841916-43cc-ea11-bf21-0003ff59a78c;5.5072;52.4989;True;NL;POINT (5.5072 52.4989);-4.0;Europe/Amsterdam;+01:00;4200000216
146;218;0e8dbbb0-8e40-eb11-8fed-0003ff597f34;16.6118;58.0634;True;SE;POINT (16.6118 58.0634);21.0;Europe/Stockholm;+01:00;4200000218
147;219;0e8e92b9-ed46-eb11-8fed-0003ff5982ed;6.5844;52.9993;True;NL;POINT (6.5844 52.9993);9.0;Europe/Amsterdam;+01:00;4200000219
148;220;0e8fa6e8-b633-e711-9400-0003ff59a8fb;-0.711827;43.788931;True;FR;POINT (-0.711827 43.788931);37.0;Europe/Paris;+01:00;4200000220
149;222;0ec9aa22-d720-eb11-8441-0003ff597a64;16.7009;60.9328;True;SE;POINT (16.7009 60.9328);91.0;Europe/Stockholm;+01:00;4200000222
150;223;0ece8868-19d7-e611-9401-000d3ab1ce9d;4.4958956;51.9602871;True;NL;POINT (4.4958956 51.9602871);-5.0;Europe/Amsterdam;+01:00;4200000223
151;224;0ee28ab3-8fd0-e811-a8ec-0003ff59b2da;16.571653;49.12201;True;CZ;POINT (16.571653 49.12201);246.0;Europe/Prague;+01:00;4200000224
152;225;0eed1b72-98d0-e911-b3ba-0003ff59b0d7;-5.1956;57.1521;True;UK;POINT (-5.1956 57.1521);306.0;Europe/London;+00:00;4200000225
153;227;0efeb283-ae8a-e911-80e7-0003ff59883f;-4.6701;50.4087;True;UK;POINT (-4.6701 50.4087);76.0;Europe/London;+00:00;4200000227
154;228;0f10f9ef-2c3c-e811-a823-0003ff598bf1;5.3707921163857;51.3618076309017;True;NL;POINT (5.3707921163857 51.3618076309017);25.0;Europe/Amsterdam;+01:00;4200000228
155;229;0f28a170-14aa-e911-b083-0003ff59a71f;4.7481;50.8681;True;BE;POINT (4.7481 50.8681);92.0;Europe/Brussels;+01:00;4200000229
156;231;0f46600a-8dd5-ea11-bf21-0003ff595f95;4.5081;51.2067;True;BE;POINT (4.5081 51.2067);5.0;Europe/Brussels;+01:00;4200000231
157;232;0f4f2b5b-8959-ea11-b698-0003ff599880;4.6066;52.4541;True;NL;POINT (4.6066 52.4541);2.0;Europe/Amsterdam;+01:00;4200000232
158;233;0f527b02-146c-e811-9ccb-0003ff597c74;3.62359954655767;50.9606605363989;True;BE;POINT (3.62359954655767 50.9606605363989);10.0;Europe/Brussels;+01:00;4200000233
159;234;0f53afbd-8423-e811-bbd5-0003ff5993c1;6.3993145074096;52.5348448048541;True;NL;POINT (6.3993145074096 52.5348448048541);5.0;Europe/Amsterdam;+01:00;4200000234
160;235;0f6dcaf2-5298-e811-b96f-0003ff597c74;-0.678664499999968;52.6173238;True;UK;POINT (-0.678664499999968 52.6173238);76.0;Europe/London;+00:00;4200000235
