;rowid;Site Id;longitude;latitude;IsWithin;CountryId;geometry;elevation;UTC_TimeZone;UTC_OffsetHours;HARP_SID_int
844;1172;30771867;-1.330864;54.505489;True;UK;POINT (-1.330864 54.505489);28.0;Europe/London;+00:00;4200001172
845;1173;307e44f2-d841-e611-9401-0003ff59b0cc;-4.7117;51.6803;True;UK;POINT (-4.7117 51.6803);1.0;Europe/London;+00:00;4200001173
846;1174;30822555;-0.4175;50.83825;True;UK;POINT (-0.4175 50.83825);59.0;Europe/London;+00:00;4200001174
847;1175;30826477;0.471149;51.710946;True;UK;POINT (0.471149 51.710946);52.0;Europe/London;+00:00;4200001175
848;1176;30852476;0.0082;51.459111;True;UK;POINT (0.0082 51.459111);27.0;Europe/London;+00:00;4200001176
849;1177;30880458;-0.6308;51.3139;True;UK;POINT (-0.6308 51.3139);58.0;Europe/London;+00:00;4200001177
850;1178;30b0f612-0136-e911-867d-0003ff5960dd;-3.2307;51.871;True;UK;POINT (-3.2307 51.871);109.0;Europe/London;+00:00;4200001178
851;1180;30c7e288-c716-ea11-b265-0003ff5990ac;4.95053;52.698514;True;NL;POINT (4.95053 52.698514);-1.0;Europe/Amsterdam;+01:00;4200001180
852;1181;30e40157-30d0-e611-9400-000d3ab1cf4b;-9.327;39.095;True;PT;POINT (-9.327 39.095);31.0;Europe/Lisbon;+00:00;4200001181
853;1182;310291;-3.317503;56.12997;True;UK;POINT (-3.317503 56.12997);131.0;Europe/London;+00:00;4200001182
854;1183;310ff658-11fe-e911-b862-0003ff59ab13;10.155752;51.585884;True;DE;POINT (10.155752 51.585884);172.0;Europe/Berlin;+01:00;4200001183
855;1184;31107234-b380-ea11-99e5-0003ff596d81;7.6225;50.579;True;DE;POINT (7.6225 50.579);244.0;Europe/Berlin;+01:00;4200001184
856;1185;3111163;-2.674656;50.972697;True;UK;POINT (-2.674656 50.972697);76.0;Europe/London;+00:00;4200001185
857;1187;312356002;-6.211433;57.421058;True;UK;POINT (-6.211433 57.421058);37.0;Europe/London;+00:00;4200001187
858;1188;312676001;-6.318246;57.688755;True;UK;POINT (-6.318246 57.688755);13.0;Europe/London;+00:00;4200001188
859;1189;31277500;-2.400163;57.293624;True;UK;POINT (-2.400163 57.293624);67.0;Europe/London;+00:00;4200001189
860;1190;31323237;-4.0633;51.7942;True;UK;POINT (-4.0633 51.7942);156.0;Europe/London;+00:00;4200001190
861;1191;31475316;-1.76841484847944;51.5118757518009;True;UK;POINT (-1.76841484847944 51.5118757518009);154.0;Europe/London;+00:00;4200001191
862;1192;31495633;-3.064666;53.276149;True;UK;POINT (-3.064666 53.276149);8.0;Europe/London;+00:00;4200001192
863;1194;31569672;0.1701;46.1311;True;FR;POINT (0.1701 46.1311);125.0;Europe/Paris;+01:00;4200001194
864;1195;3159b61e-2041-e611-9401-0003ff59b0cc;-3.4081;50.7478;True;UK;POINT (-3.4081 50.7478);48.0;Europe/London;+00:00;4200001195
865;1196;315fc1f8-eaaf-e711-9402-0003ff59b2bd;-3.33137857923225;55.971938310255;True;UK;POINT (-3.33137857923225 55.971938310255);1.0;Europe/London;+00:00;4200001196
866;1197;31609292;13.203021;46.031215;True;IT;POINT (13.203021 46.031215);80.0;Europe/Rome;+01:00;4200001197
867;1198;3160ce86-aea2-ea11-8b71-0003ff59a5f8;8.7108;49.2194;True;DE;POINT (8.7108 49.2194);186.0;Europe/Berlin;+01:00;4200001198
868;1201;31714600-34a3-ea11-8b71-0003ff59a5f8;-1.3214;54.4616;True;UK;POINT (-1.3214 54.4616);58.0;Europe/London;+00:00;4200001201
869;1202;31754201;-2.65609;54.327788;True;UK;POINT (-2.65609 54.327788);155.0;Europe/London;+00:00;4200001202
870;1203;31799231;-1.748645;55.055402;True;UK;POINT (-1.748645 55.055402);76.0;Europe/London;+00:00;4200001203
871;1204;318cca45-285f-ea11-b698-0003ff599880;4.6079;51.7846;True;NL;POINT (4.6079 51.7846);-1.0;Europe/Amsterdam;+01:00;4200001204
872;1207;31956701;-3.103108;53.073433;True;UK;POINT (-3.103108 53.073433);309.0;Europe/London;+00:00;4200001207
873;1210;31b0024c-7494-ea11-8b71-0003ff59b194;11.9808;45.5715;True;IT;POINT (11.9808 45.5715);11.0;Europe/Rome;+01:00;4200001210
874;1212;31d1d39d-04a9-e611-9407-0003ff59a8fb;6.8056;52.2963;True;NL;POINT (6.8056 52.2963);17.0;Europe/Amsterdam;+01:00;4200001212
875;1214;31dfaf6b-b678-e911-80e7-0003ff59889d;-2.0395;53.4743;True;UK;POINT (-2.0395 53.4743);227.0;Europe/London;+00:00;4200001214
876;1217;32005831;-1.394523;50.899876;True;UK;POINT (-1.394523 50.899876);1.0;Europe/London;+00:00;4200001217
877;1218;32011166;-0.753558;51.332145;True;UK;POINT (-0.753558 51.332145);76.0;Europe/London;+00:00;4200001218
878;1219;32232337-b82d-eb11-8441-0003ff597f33;-1.4345;51.6902;True;UK;POINT (-1.4345 51.6902);77.0;Europe/London;+00:00;4200001219
879;1221;32298413;-4.8425;50.3184;True;UK;POINT (-4.8425 50.3184);84.0;Europe/London;+00:00;4200001221
880;1222;322a86a1-aeab-e811-b96f-0003ff597c74;3.884281843586;50.771392003067;True;BE;POINT (3.884281843586 50.771392003067);72.0;Europe/Brussels;+01:00;4200001222
881;1223;322bc507-642d-ea11-8454-0003ff59ab13;-2.4681;53.5217;True;UK;POINT (-2.4681 53.5217);70.0;Europe/London;+00:00;4200001223
882;1224;32490406-e832-e911-867c-0003ff59862c;24.6577;59.3662;True;EE;POINT (24.6577 59.3662);41.0;Europe/Tallinn;+02:00;4200001224
883;1225;32494584;-5.056936;55.827407;True;UK;POINT (-5.056936 55.827407);25.0;Europe/London;+00:00;4200001225
884;1227;32515bfb-55d1-e911-b3b9-0003ff59a783;4.7362;50.9006;True;BE;POINT (4.7362 50.9006);50.0;Europe/Brussels;+01:00;4200001227
885;1228;3251a77c-4003-ea11-b862-0003ff59ab13;4.1509;51.8373;True;NL;POINT (4.1509 51.8373);-1.0;Europe/Amsterdam;+01:00;4200001228
886;1229;325276634;11.6954;43.7358;True;IT;POINT (11.6954 43.7358);520.0;Europe/Rome;+01:00;4200001229
887;1231;326c3207-bd46-eb11-8fed-0003ff597f34;8.191;63.2024;True;NO;POINT (8.191 63.2024);;Europe/Oslo;+01:00;4200001231
888;1232;327296213;8.802844;45.720911;True;IT;POINT (8.802844 45.720911);285.0;Europe/Rome;+01:00;4200001232
889;1233;32738cfc-9871-e911-80e7-0003ff597316;5.2966;46.0143;True;FR;POINT (5.2966 46.0143);231.0;Europe/Paris;+01:00;4200001233
890;1234;32750b13-0f15-e911-9462-0003ff5972a6;4.853638408184;51.6462228542974;True;NL;POINT (4.853638408184 51.6462228542974);4.0;Europe/Amsterdam;+01:00;4200001234
891;1236;327cc40f-ad7c-e911-80e7-0003ff597316;-8.6495;52.1914;True;IE;POINT (-8.6495 52.1914);107.0;Europe/Dublin;+00:00;4200001236
892;1237;32823018;-1.1769;51.2476;True;UK;POINT (-1.1769 51.2476);147.0;Europe/London;+00:00;4200001237
893;1239;32867993;-0.7762;52.0017;True;UK;POINT (-0.7762 52.0017);76.0;Europe/London;+00:00;4200001239
894;1240;32897274;-0.983557;51.512395;True;UK;POINT (-0.983557 51.512395);77.0;Europe/London;+00:00;4200001240
895;1242;32c8be0e-c17a-e811-9ccc-0003ff5989fe;-2.16814309999995;51.8780861;True;UK;POINT (-2.16814309999995 51.8780861);69.0;Europe/London;+00:00;4200001242
896;1243;32fcc00d-c6b1-e611-9404-0003ff59b0cc;-3.77073527;51.00043908;True;UK;POINT (-3.77073527 51.00043908);152.0;Europe/London;+00:00;4200001243
897;1244;33055520;0.0279;51.5348;True;UK;POINT (0.0279 51.5348);12.0;Europe/London;+00:00;4200001244
898;1245;33078600;0.598324999999932;52.4416658;True;UK;POINT (0.598324999999932 52.4416658);21.0;Europe/London;+00:00;4200001245
899;1246;330821bb-1a07-e711-9402-0003ff59a8ff;-9.69146341323858;53.593351804444;True;IE;POINT (-9.69146341323858 53.593351804444);80.0;Europe/Dublin;+00:00;4200001246
900;1247;33086225;9.001744;45.761667;True;IT;POINT (9.001744 45.761667);313.0;Europe/Rome;+01:00;4200001247
901;1249;33145108;-1.62;53.70611;True;UK;POINT (-1.62 53.70611);86.0;Europe/London;+00:00;4200001249
902;1251;33306762;-2.359772;51.042951;True;UK;POINT (-2.359772 51.042951);86.0;Europe/London;+00:00;4200001251
903;1252;3334567;-2.242297;53.325943;True;UK;POINT (-2.242297 53.325943);67.0;Europe/London;+00:00;4200001252
904;1255;3379242;14.028;38.032;True;IT;POINT (14.028 38.032);130.0;Europe/Rome;+01:00;4200001255
905;1256;3385e6c6-16c8-ea11-bf22-0003ff59a5e1;-0.4504;51.0213;True;UK;POINT (-0.4504 51.0213);30.0;Europe/London;+00:00;4200001256
906;1257;338c8eef-8d51-ea11-b699-0003ff59987e;10.6634;43.8495;True;IT;POINT (10.6634 43.8495);80.0;Europe/Rome;+01:00;4200001257
907;1259;33968711;-2.1125;51.4697;True;UK;POINT (-2.1125 51.4697);69.0;Europe/London;+00:00;4200001259
908;1261;33978011;0.498257;51.383657;True;UK;POINT (0.498257 51.383657);6.0;Europe/London;+00:00;4200001261
909;1263;33985159;1.674929;52.673975;True;UK;POINT (1.674929 52.673975);1.0;Europe/London;+00:00;4200001263
910;1264;33a46aae-8a3b-ea11-8454-0003ff59ab13;3.815763;50.98045;True;BE;POINT (3.815763 50.98045);14.0;Europe/Brussels;+01:00;4200001264
911;1266;33c2942a-4c0b-eb11-b5d9-0003ff599499;12.5996;42.162268;True;IT;POINT (12.5996 42.162268);81.0;Europe/Rome;+01:00;4200001266
912;1267;33c30729-ac14-eb11-8441-0003ff597a64;0.241;51.5599;True;UK;POINT (0.241 51.5599);40.0;Europe/London;+00:00;4200001267
913;1268;33d8c436-fd04-e911-9462-0003ff598847;3.59058730000004;50.9533081;True;BE;POINT (3.59058730000004 50.9533081);10.0;Europe/Brussels;+01:00;4200001268
914;1270;33fb1a23-a067-e911-80e7-0003ff598847;-3.1244;51.0149;True;UK;POINT (-3.1244 51.0149);49.0;Europe/London;+00:00;4200001270
915;1271;34070314;-1.260457;51.587095;True;UK;POINT (-1.260457 51.587095);74.0;Europe/London;+00:00;4200001271
916;1273;340f9ec4-b1e3-e911-b3ba-0003ff59b0d7;6.5098;52.6097;True;NL;POINT (6.5098 52.6097);8.0;Europe/Amsterdam;+01:00;4200001273
917;1274;34146a9d-e7c2-e611-9403-0003ff59a8fb;5.8685590234775;58.7736808121394;True;NO;POINT (5.8685590234775 58.7736808121394);200.0;Europe/Oslo;+01:00;4200001274
918;1276;34196374;-6.666732;53.207613;True;IE;POINT (-6.666732 53.207613);117.0;Europe/Dublin;+00:00;4200001276
919;1277;34247495;-2.152831;54.97057;True;UK;POINT (-2.152831 54.97057);120.0;Europe/London;+00:00;4200001277
920;1279;3428d818-73c5-e711-9402-0003ff59823c;-3.9281;52.2934;True;UK;POINT (-3.9281 52.2934);232.0;Europe/London;+00:00;4200001279
921;1280;342c884c-3441-ea11-b698-0003ff59771b;14.1772;46.366;True;SI;POINT (14.1772 46.366);532.0;Europe/Ljubljana;+01:00;4200001280
922;1281;34344297;-2.69621108465572;53.4639460974861;True;UK;POINT (-2.69621108465572 53.4639460974861);32.0;Europe/London;+00:00;4200001281
923;1282;3435b0c0-73bb-ea11-bf21-0003ff59a56f;27.5889;47.1622;True;RO;POINT (27.5889 47.1622);73.0;Europe/Bucharest;+02:00;4200001282
924;1283;3437f6c4-07d7-e911-b3ba-0003ff59b0d7;4.8463;51.0622;True;BE;POINT (4.8463 51.0622);9.0;Europe/Brussels;+01:00;4200001283
925;1287;34607165;-1.789264;50.931382;True;UK;POINT (-1.789264 50.931382);29.0;Europe/London;+00:00;4200001287
926;1289;3467ec1e-e0ab-e911-b083-0003ff59a71f;14.6014;57.0694;True;SE;POINT (14.6014 57.0694);229.0;Europe/Stockholm;+01:00;4200001289
927;1291;3472b82a-c05c-e611-9401-000d3ab1cd34;-2.95823798678589;50.7230257446435;True;UK;POINT (-2.95823798678589 50.7230257446435);1.0;Europe/London;+00:00;4200001291
928;1292;348128517;-6.497;55.23;True;UK;POINT (-6.497 55.23);62.0;Europe/London;+00:00;4200001292
929;1293;34824039;-0.36431;51.283831;True;UK;POINT (-0.36431 51.283831);66.0;Europe/London;+00:00;4200001293
930;1294;34826094;-0.699;51.6415;True;UK;POINT (-0.699 51.6415);144.0;Europe/London;+00:00;4200001294
931;1295;3484195;3.083727;48.004142;True;FR;POINT (3.083727 48.004142);174.0;Europe/Paris;+01:00;4200001295
932;1296;348477732;19.853073;39.745406;True;EL;POINT (19.853073 39.745406);761.0;Europe/Athens;+02:00;4200001296
933;1297;348526213;-1.191746;52.828078;True;UK;POINT (-1.191746 52.828078);77.0;Europe/London;+00:00;4200001297
934;1298;349136591;-1.3696;53.1602;True;UK;POINT (-1.3696 53.1602);153.0;Europe/London;+00:00;4200001298
935;1299;34948343;-3.479905;51.434265;True;UK;POINT (-3.479905 51.434265);67.0;Europe/London;+00:00;4200001299
936;1300;34997149;6.568474;51.439315;True;DE;POINT (6.568474 51.439315);30.0;Europe/Berlin;+01:00;4200001300
937;1301;349aaf34-2dda-ea11-bf21-0003ff595f95;5.305;51.8834;True;NL;POINT (5.305 51.8834);3.0;Europe/Amsterdam;+01:00;4200001301
938;1302;349b67c0-b692-ea11-99e5-0003ff596d81;0.0389;52.8623;True;UK;POINT (0.0389 52.8623);1.0;Europe/London;+00:00;4200001302
939;1303;34ac8e16-5a46-eb11-8fed-0003ff5982ed;21.2229;48.702;True;SK;POINT (21.2229 48.702);258.0;Europe/Bratislava;+01:00;4200001303
940;1304;34bbd1e5-14cc-e911-b3b9-0003ff59a783;14.4167;61.1352;True;SE;POINT (14.4167 61.1352);185.0;Europe/Stockholm;+01:00;4200001304
941;1305;34ce5515-21d0-e911-b3b9-0003ff59a783;0.9065;41.2659;True;ES;POINT (0.9065 41.2659);521.0;Europe/Madrid;+01:00;4200001305
942;1306;34cf5759-ae9b-ea11-8b71-0003ff59a5f8;14.1546;56.0326;True;SE;POINT (14.1546 56.0326);5.0;Europe/Stockholm;+01:00;4200001306
943;1307;34e9243f-12cf-e911-b3ba-0003ff59b0d7;4.3569;50.7976;True;BE;POINT (4.3569 50.7976);86.0;Europe/Brussels;+01:00;4200001307
944;1310;34fe83b1-26ce-e811-a8ec-0003ff59b2da;6.9718637;52.9663144;True;NL;POINT (6.9718637 52.9663144);7.0;Europe/Amsterdam;+01:00;4200001310
945;1311;350106609;-3.84288325204545;56.1336872151252;True;UK;POINT (-3.84288325204545 56.1336872151252);1.0;Europe/London;+00:00;4200001311
946;1312;350206076;0.436708;51.820068;True;UK;POINT (0.436708 51.820068);54.0;Europe/London;+00:00;4200001312
947;1315;35091070;-0.19306;51.236611;True;UK;POINT (-0.19306 51.236611);96.0;Europe/London;+00:00;4200001315
948;1316;35130259;-1.578203;54.003937;True;UK;POINT (-1.578203 54.003937);99.0;Europe/London;+00:00;4200001316
949;1317;35148358;8.186843;46.725508;True;CH;POINT (8.186843 46.725508);704.0;Europe/Zurich;+01:00;4200001317
950;1319;352036267;16.821033;41.037552;True;IT;POINT (16.821033 41.037552);96.0;Europe/Rome;+01:00;4200001319
951;1321;352423d8-fbba-ea11-bf21-0003ff59a56f;9.9167;45.4056;True;IT;POINT (9.9167 45.4056);70.0;Europe/Rome;+01:00;4200001321
952;1323;35418948-18c0-e811-a8ec-0003ff59b2da;-2.04105228424078;53.4749509265664;True;UK;POINT (-2.04105228424078 53.4749509265664);228.0;Europe/London;+00:00;4200001323
953;1324;354239164;-0.289614;51.420652;True;UK;POINT (-0.289614 51.420652);31.0;Europe/London;+00:00;4200001324
954;1327;35489f13-4420-ea11-8454-0003ff59ab13;-7.7855;52.9377;True;IE;POINT (-7.7855 52.9377);138.0;Europe/Dublin;+00:00;4200001327
955;1329;355606165;4.5482;51.0228;True;BE;POINT (4.5482 51.0228);5.0;Europe/Brussels;+01:00;4200001329
956;1331;356316425;-4.300067;55.778644;True;UK;POINT (-4.300067 55.778644);91.0;Europe/London;+00:00;4200001331
957;1332;35643887;-1.1995;51.7602;True;UK;POINT (-1.1995 51.7602);77.0;Europe/London;+00:00;4200001332
958;1333;35716315-adfa-ea11-b5d9-0003ff59944a;-9.7403;52.0855;True;IE;POINT (-9.7403 52.0855);13.0;Europe/Dublin;+00:00;4200001333
959;1334;357e0af7-471f-eb11-8441-0003ff597a64;5.6391;52.574;True;NL;POINT (5.6391 52.574);-4.0;Europe/Amsterdam;+01:00;4200001334
960;1335;357eab0b-a966-ea11-99e5-0003ff59a340;4.9804;51.6759;True;NL;POINT (4.9804 51.6759);1.0;Europe/Amsterdam;+01:00;4200001335
961;1336;358766578;-1.426368;53.172809;True;UK;POINT (-1.426368 53.172809);149.0;Europe/London;+00:00;4200001336
962;1337;3597b3a7-e5b7-ea11-bf21-0003ff59a5e1;-1.3511;52.743;True;UK;POINT (-1.3511 52.743);156.0;Europe/London;+00:00;4200001337
963;1338;359966613;6.798021;52.779678;True;NL;POINT (6.798021 52.779678);16.0;Europe/Amsterdam;+01:00;4200001338
964;1339;35a2eb1c-1f65-e611-9402-0003ff597863;-3.88075981031193;51.7996834355472;True;UK;POINT (-3.88075981031193 51.7996834355472);217.0;Europe/London;+00:00;4200001339
965;1340;35c696b5-bad4-ea11-bf21-0003ff59a78c;3.0895;50.8486;True;BE;POINT (3.0895 50.8486);24.0;Europe/Brussels;+01:00;4200001340
966;1341;35cbd536-6015-e811-90cf-0003ff597480;7.92326164245605;47.1540216159065;True;CH;POINT (7.92326164245605 47.1540216159065);723.0;Europe/Zurich;+01:00;4200001341
967;1342;35e06a13-ef42-eb11-8fed-0003ff595f97;14.497;48.9485;True;CZ;POINT (14.497 48.9485);406.0;Europe/Prague;+01:00;4200001342
968;1344;35fd63d2-de91-ea11-99e5-0003ff596d81;4.2701;50.8414;True;BE;POINT (4.2701 50.8414);46.0;Europe/Brussels;+01:00;4200001344
969;1345;3607016;-4.879332;50.338661;True;UK;POINT (-4.879332 50.338661);114.0;Europe/London;+00:00;4200001345
970;1346;36172140;1.7277;52.5388;True;UK;POINT (1.7277 52.5388);1.0;Europe/London;+00:00;4200001346
971;1347;361789531;1.475207;52.537764;True;UK;POINT (1.475207 52.537764);6.0;Europe/London;+00:00;4200001347
972;1350;364198712;-1.3474;53.8934;True;UK;POINT (-1.3474 53.8934);56.0;Europe/London;+00:00;4200001350
973;1351;364376215;-1.9925;51.4406;True;UK;POINT (-1.9925 51.4406);76.0;Europe/London;+00:00;4200001351
974;1352;36537310;-0.246698;50.832901;True;UK;POINT (-0.246698 50.832901);;Europe/London;+00:00;4200001352
975;1353;365681;-4.516653;50.785226;True;UK;POINT (-4.516653 50.785226);59.0;Europe/London;+00:00;4200001353
976;1354;365706455;-2.3984;51.5937;True;UK;POINT (-2.3984 51.5937);73.0;Europe/London;+00:00;4200001354
977;1356;36648219;-2.4685;53.5598;True;UK;POINT (-2.4685 53.5598);107.0;Europe/London;+00:00;4200001356
978;1357;36683806-d4fb-ea11-b5d9-0003ff599499;5.8522;50.0103;True;BE;POINT (5.8522 50.0103);465.0;Europe/Luxembourg;+01:00;4200001357
979;1358;366b0033-2b17-e811-90ce-0003ff59a722;0.892692416255159;52.9379086104149;True;UK;POINT (0.892692416255159 52.9379086104149);1.0;Europe/London;+00:00;4200001358
980;1359;36732205;-0.801928;50.82561;True;UK;POINT (-0.801928 50.82561);33.0;Europe/London;+00:00;4200001359
981;1360;36752329;-1.9914;53.333;True;UK;POINT (-1.9914 53.333);188.0;Europe/London;+00:00;4200001360
982;1361;36780e1e-2406-ea11-b862-0003ff599e2a;4.6758;50.8798;True;BE;POINT (4.6758 50.8798);35.0;Europe/Brussels;+01:00;4200001361
983;1362;3681b404-7fc0-e811-a8eb-0003ff5999e3;-1.91804419999994;53.2685202;True;UK;POINT (-1.91804419999994 53.2685202);385.0;Europe/London;+00:00;4200001362
984;1363;36832477-c183-e911-80e7-0003ff59889d;3.292;50.6415;True;FR;POINT (3.292 50.6415);25.0;Europe/Brussels;+01:00;4200001363
985;1364;368586139;12.453511;51.728978;True;DE;POINT (12.453511 51.728978);90.0;Europe/Berlin;+01:00;4200001364
986;1366;36889478;-2.130862;51.897095;True;UK;POINT (-2.130862 51.897095);69.0;Europe/London;+00:00;4200001366
987;1369;36910065;-2.596895;51.331714;True;UK;POINT (-2.596895 51.331714);138.0;Europe/London;+00:00;4200001369
988;1370;3691202;0.9086;52.3313;True;UK;POINT (0.9086 52.3313);46.0;Europe/London;+00:00;4200001370
989;1371;36916542;-1.829071;52.403091;True;UK;POINT (-1.829071 52.403091);138.0;Europe/London;+00:00;4200001371
990;1372;3695303;-3.17114;55.641;True;UK;POINT (-3.17114 55.641);229.0;Europe/London;+00:00;4200001372
991;1373;36962784;-0.768432;51.245716;True;UK;POINT (-0.768432 51.245716);77.0;Europe/London;+00:00;4200001373
992;1374;3696992e-c0c2-ea11-bf21-0003ff59a5e1;-0.5588;51.2353;True;UK;POINT (-0.5588 51.2353);76.0;Europe/London;+00:00;4200001374
993;1375;36a3a797-5296-e811-b96f-0003ff597c74;-1.684142780304;53.5106179123863;True;UK;POINT (-1.684142780304 53.5106179123863);298.0;Europe/London;+00:00;4200001375
994;1376;36ba4eca-343f-ea11-b698-0003ff59771b;5.7986;43.1844;True;FR;POINT (5.7986 43.1844);287.0;Europe/Paris;+01:00;4200001376
995;1379;36d334c9-32c0-e911-b083-0003ff598cc1;5.2301;52.3041;True;NL;POINT (5.2301 52.3041);3.0;Europe/Amsterdam;+01:00;4200001379
996;1380;36ee3b13-35d5-e911-b3ba-0003ff59b0d7;4.2956;50.8803;True;BE;POINT (4.2956 50.8803);34.0;Europe/Brussels;+01:00;4200001380
997;1384;370576417;-4.42233;55.784571;True;UK;POINT (-4.42233 55.784571);126.0;Europe/London;+00:00;4200001384
998;1385;3705f5fa-265d-e811-bd6d-0003ff5991d1;-1.03669130000003;54.0313592;True;UK;POINT (-1.03669130000003 54.0313592);29.0;Europe/London;+00:00;4200001385
999;1386;37071165;-6.133868;53.248544;True;IE;POINT (-6.133868 53.248544);22.0;Europe/Dublin;+00:00;4200001386
1000;1389;37157361;-0.5;51.58;True;UK;POINT (-0.5 51.58);57.0;Europe/London;+00:00;4200001389
1001;1390;372546042;2.2654;50.3554;True;FR;POINT (2.2654 50.3554);136.0;Europe/Paris;+01:00;4200001390
1002;1391;373046014;9.269525;47.710478;True;DE;POINT (9.269525 47.710478);541.0;Europe/Berlin;+01:00;4200001391
1003;1395;37488956;15.077472;50.927611;True;CZ;POINT (15.077472 50.927611);320.0;Europe/Prague;+01:00;4200001395
1004;1397;37552602-0209-e911-9462-0003ff598847;12.6715722656249;56.8390730506089;True;SE;POINT (12.6715722656249 56.8390730506089);21.0;Europe/Stockholm;+01:00;4200001397
1005;1399;3759dac7-f676-e911-80e7-0003ff59889d;16.1785;58.5672;True;SE;POINT (16.1785 58.5672);39.0;Europe/Stockholm;+01:00;4200001399
1006;1400;375b1d58-9bd6-e811-a8eb-0003ff59a335;4.356092;51.002139;True;BE;POINT (4.356092 51.002139);8.0;Europe/Brussels;+01:00;4200001400
1007;1401;37626951;-2.038;52.0156;True;UK;POINT (-2.038 52.0156);74.0;Europe/London;+00:00;4200001401
1008;1402;37650607;5.84306693133544;53.0956707774557;True;NL;POINT (5.84306693133544 53.0956707774557);1.0;Europe/Amsterdam;+01:00;4200001402
1009;1404;3768ccd5-3a6f-ea11-99e5-0003ff596d81;12.9019;49.7267;True;CZ;POINT (12.9019 49.7267);499.0;Europe/Prague;+01:00;4200001404
1010;1405;376b49ec-db65-e911-b048-0003ff596eab;27.4667;42.5;True;BG;POINT (27.4667 42.5);32.0;Europe/Sofia;+02:00;4200001405
1011;1406;376c5f49-7065-ea11-99e5-0003ff59b16f;12.934;56.6807;True;SE;POINT (12.934 56.6807);28.0;Europe/Stockholm;+01:00;4200001406
1012;1407;377116121;-3.067713;52.969412;True;UK;POINT (-3.067713 52.969412);96.0;Europe/London;+00:00;4200001407
1013;1408;377456601;-1.858148;54.157006;True;UK;POINT (-1.858148 54.157006);259.0;Europe/London;+00:00;4200001408
1014;1409;37747553-96df-e911-b3b9-0003ff59a783;4.481;51.9371;True;NL;POINT (4.481 51.9371);-5.0;Europe/Amsterdam;+01:00;4200001409
1015;1411;37753296;-2.972522;51.129587;True;UK;POINT (-2.972522 51.129587);7.0;Europe/London;+00:00;4200001411
1016;1412;377563ed-7bf7-ea11-b5d9-0003ff599499;22.6556;44.6361;True;RO;POINT (22.6556 44.6361);69.0;Europe/Bucharest;+02:00;4200001412
1017;1414;37843404;1.947611;49.926532;True;FR;POINT (1.947611 49.926532);50.0;Europe/Paris;+01:00;4200001414
1018;1415;37860072;0.88429;51.314991;True;UK;POINT (0.88429 51.314991);33.0;Europe/London;+00:00;4200001415
1019;1416;37888129;-3.499654;50.740244;True;UK;POINT (-3.499654 50.740244);67.0;Europe/London;+00:00;4200001416
1020;1417;37946531-6832-ea11-8454-0003ff59ab13;7.6556;48.7812;True;FR;POINT (7.6556 48.7812);201.0;Europe/Paris;+01:00;4200001417
1021;1419;379746626;-3.580631;50.50059;True;UK;POINT (-3.580631 50.50059);76.0;Europe/London;+00:00;4200001419
1022;1423;37a16250-6138-eb11-8fed-0003ff597f34;18.1696;59.3511;True;SE;POINT (18.1696 59.3511);20.0;Europe/Stockholm;+01:00;4200001423
1023;1425;37bd237d-950a-e911-9462-0003ff598847;-2.70739883422857;54.7274517384149;True;UK;POINT (-2.70739883422857 54.7274517384149);104.0;Europe/London;+00:00;4200001425
1024;1426;37bdefde-533c-ea11-8454-0003ff599bc1;21.8053;38.942;True;EL;POINT (21.8053 38.942);1960.0;Europe/Athens;+02:00;4200001426
1025;1427;37cf57ba-5a0b-e811-90cf-0003ff59b2bb;5.03904650000004;52.8539112;True;NL;POINT (5.03904650000004 52.8539112);-4.0;Europe/Amsterdam;+01:00;4200001427
1026;1428;37d31429-fa9c-ea11-8b71-0003ff59a5f8;-2.1681;57.3358;True;UK;POINT (-2.1681 57.3358);61.0;Europe/London;+00:00;4200001428
1027;1430;37e60cee-1578-e911-80e7-0003ff597316;-1.0425;51.4595;True;UK;POINT (-1.0425 51.4595);80.0;Europe/London;+00:00;4200001430
1028;1432;37fc1da6-9533-ea11-8454-0003ff59ab13;4.8066;52.7909;True;NL;POINT (4.8066 52.7909);-1.0;Europe/Amsterdam;+01:00;4200001432
1029;1433;380416838;-0.225174;51.975909;True;UK;POINT (-0.225174 51.975909);76.0;Europe/London;+00:00;4200001433
1030;1434;38055940;1.895;41.5398;True;ES;POINT (1.895 41.5398);75.0;Europe/Madrid;+01:00;4200001434
1031;1435;38072dfc-8c3c-eb11-8fed-0003ff597f34;6.3308;50.4083;True;BE;POINT (6.3308 50.4083);650.0;Europe/Brussels;+01:00;4200001435
1032;1436;380e062a-a3d2-e711-9401-0003ff597a72;4.69157129287714;50.5506010824214;True;BE;POINT (4.69157129287714 50.5506010824214);171.0;Europe/Brussels;+01:00;4200001436
1033;1437;38114251;-3.97;55.749;True;UK;POINT (-3.97 55.749);76.0;Europe/London;+00:00;4200001437
1034;1438;38158473;23.7885;38.1987;True;EL;POINT (23.7885 38.1987);565.0;Europe/Athens;+02:00;4200001438
1035;1439;382a3365-9141-eb11-8fed-0003ff597f34;-0.3704;52.8015;True;UK;POINT (-0.3704 52.8015);43.0;Europe/London;+00:00;4200001439
1036;1441;38332043;-2.970184;51.627256;True;UK;POINT (-2.970184 51.627256);23.0;Europe/London;+00:00;4200001441
